날짜,GK_ID,피슈팅,선방
2026-04-15,284216065,9,4
2026-04-15,845233267,9,7
2026-04-15,851204935,9,3
2026-04-15,206193080,6,3
2026-04-15,845233267,5,2
2026-04-15,256199987,4,2
2026-04-15,845233267,1,0
2026-04-15,251150724,2,1
2026-04-15,845233267,1,0
2026-04-14,101048940,4,1
2026-04-14,253192119,2,1
2026-04-13,828202811,4,3
2026-04-13,101048940,3,1
2026-04-13,252163587,3,2
2026-04-13,101048940,3,1
2026-04-13,513240091,7,1
2026-04-13,101048940,2,1
2026-04-15,300190941,1,0
2026-04-15,840206585,7,4
2026-04-13,825210257,7,3
2026-04-13,300190941,5,3
2026-04-13,300235840,1,0
2026-04-13,300190941,5,3
2026-04-13,828215698,3,3
2026-04-13,300190941,5,4
2026-04-13,291262621,5,3
2026-04-13,300190941,4,2
2026-04-13,256186153,5,4
2026-04-13,300190941,2,1
2026-04-12,300190941,3,1
2026-04-12,856240091,7,4
2026-04-12,283211101,4,2
2026-04-12,300190941,4,1
2026-04-12,265233306,4,2
2026-04-12,300190941,5,3
2026-04-15,268051539,6,0
2026-04-15,515215698,1,0
2026-04-15,515215698,5,1
2026-04-15,300194404,8,2
2026-04-15,515215698,4,2
2026-04-15,101051539,1,0
2026-04-15,515215698,4,1
2026-04-15,805252662,9,7
2026-04-15,515215698,6,1
2026-04-15,300193336,1,0
2026-04-15,214192119,3,1
2026-04-15,515215698,7,3
2026-04-15,284216065,3,0
2026-04-15,515215698,1,1
2026-04-15,515215698,3,1
2026-04-15,840214979,6,2
2026-04-15,515215698,3,2
2026-04-15,324024630,4,2
2026-04-15,515215698,4,2
2026-04-15,201051539,4,1
2026-04-15,300243952,6,5
2026-04-15,101000488,3,2
2026-04-15,300243952,4,1
2026-04-15,324024630,3,1
2026-04-15,300243952,6,3
2026-04-15,246199987,8,6
2026-04-14,300243952,6,3
2026-04-14,231193080,7,3
2026-04-13,300243952,3,2
2026-04-13,827051539,6,2
2026-04-13,300243952,2,1
2026-04-13,289051539,9,5
2026-04-13,300243952,2,1
2026-04-13,300259532,4,0
2026-04-13,300243952,6,3
2026-04-13,246199987,6,1
2026-04-13,300243952,5,1
2026-04-13,216192448,1,1
2026-04-14,233192119,4,1
2026-04-14,256051539,4,2
2026-04-14,501230621,1,0
2026-04-14,256051539,5,3
2026-04-14,233192119,7,6
2026-04-14,265186153,7,4
2026-04-14,840215316,6,2
2026-04-14,265186153,3,1
2026-04-14,206200389,7,3
2026-04-14,265186153,3,2
2026-04-14,206005479,3,0
2026-04-14,265186153,1,1
2026-04-14,206024630,3,2
2026-04-14,265186153,3,1
2026-04-14,101001179,2,1
2026-04-14,265186153,4,2
2026-04-14,825234642,4,3
2026-04-14,265186153,5,0
2026-04-14,206024630,4,2
2026-04-14,265186153,7,2
2026-04-14,265186153,7,3
2026-04-14,517233306,7,3
2026-04-15,300192119,7,3
2026-04-15,289192119,8,5
2026-04-14,206206585,2,1
2026-04-14,289192119,4,2
2026-04-14,828215698,2,2
2026-04-14,289192119,4,0
2026-04-14,828202811,3,1
2026-04-14,289192119,5,1
2026-04-14,289005479,4,2
2026-04-14,289192119,3,2
2026-04-14,233192119,6,1
2026-04-14,289192119,6,1
2026-04-14,252051539,4,3
2026-04-14,829167495,5,2
2026-04-14,517204935,3,1
2026-04-14,829167495,2,1
2026-04-14,300190941,1,0
2026-04-14,829167495,4,4
2026-04-14,513235073,6,2
2026-04-14,829167495,2,1
2026-04-13,829167495,5,3
2026-04-13,517259532,6,3
2026-04-13,829167495,5,0
2026-04-13,300192448,5,2
2026-04-13,814186569,2,1
2026-04-13,293212432,2,1
2026-04-13,829167495,4,1
2026-04-13,517200389,4,1
2026-04-13,834230621,4,3
2026-04-13,814186569,7,3
2026-04-14,834212831,4,2
2026-04-14,836230621,11,5
2026-04-14,206024630,3,0
2026-04-14,836230621,4,2
2026-04-14,836230621,6,4
2026-04-14,237212831,5,1
2026-04-14,810235073,3,0
2026-04-14,836230621,6,5
2026-04-12,836230621,12,7
2026-04-12,207051539,1,0
2026-04-12,827051539,8,4
2026-04-12,836230621,1,0
2026-04-12,237212831,5,2
2026-04-12,836230621,3,1
2026-04-12,834212831,8,2
2026-04-12,836230621,4,2
2026-04-12,836230621,6,3
2026-04-12,293212432,6,3
2026-04-15,218199987,4,2
2026-04-15,256005479,3,1
2026-04-15,218199987,3,1
2026-04-15,237001179,6,0
2026-04-15,237210257,5,2
2026-04-15,218199987,6,5
2026-04-15,834230621,6,3
2026-04-15,828200389,5,2
2026-04-14,834251752,6,0
2026-04-14,834230621,6,1
2026-04-14,851230872,1,0
2026-04-14,834230621,5,3
2026-04-14,214167495,6,4
2026-04-14,217210257,4,2
2026-04-14,214167495,3,2
2026-04-14,237192119,5,2
2026-04-01,214167495,6,4
2026-04-01,853233286,4,2
2026-03-28,214167495,4,1
2026-03-28,300193336,1,0
2026-03-26,214167495,3,2
2026-03-26,818167495,4,4
2026-03-22,214167495,6,5
2026-03-22,264230621,5,4
2026-03-22,214167495,5,3
2026-03-22,834215698,2,0
2026-03-22,214167495,6,2
2026-03-22,265234102,2,1
2026-03-22,214167495,6,4
2026-03-22,237212831,4,2
2026-04-14,300243675,0,0
2026-04-14,206177683,4,0
2026-04-14,300243675,4,1
2026-04-14,300203841,5,2
2026-04-14,517235840,4,1
2026-04-14,300243675,5,1
2026-04-14,300243675,4,2
2026-04-14,802167948,5,3
2026-04-14,300243675,0,0
2026-04-14,834252154,2,0
2026-04-14,300243675,2,0
2026-04-14,214005479,8,5
2026-04-14,300243675,5,2
2026-04-14,251167948,8,6
2026-04-13,300243675,3,1
2026-04-13,300228279,6,3
2026-04-13,300243675,7,4
2026-04-13,251192119,6,4
2026-04-15,828226753,4,0
2026-04-15,284216065,1,0
2026-04-15,256051539,1,1
2026-04-15,828226753,3,0
2026-04-15,828226753,8,4
2026-04-15,206192448,7,3
2026-04-15,828226753,1,0
2026-04-15,101190053,8,2
2026-04-15,828226753,4,1
2026-04-15,300194404,0,0
2026-04-15,828226753,5,1
2026-04-15,300224836,4,1
2026-04-13,270234577,7,1
2026-04-13,828226753,5,2
2026-04-13,237051539,5,0
2026-04-13,828226753,1,0
2026-04-13,834230621,3,1
2026-04-13,828226753,5,3
2026-04-15,834192119,3,0
2026-04-15,828215698,3,2
2026-04-15,251192119,4,3
2026-04-15,828215698,6,5
2026-04-15,818167495,8,3
2026-04-15,828215698,2,1
2026-04-14,852204092,7,4
2026-04-14,828215698,4,2
2026-04-14,828226753,8,5
2026-04-14,828215698,5,2
2026-04-14,834167495,6,2
2026-04-14,828215698,3,2
2026-04-14,291227127,1,1
2026-04-14,828215698,3,0
2026-04-13,246211990,3,1
2026-04-13,828215698,4,1
2026-04-15,834242948,5,3
2026-04-15,805212432,3,0
2026-04-15,834242948,3,0
2026-04-15,265234102,5,2
2026-04-15,834242948,7,4
2026-04-15,834230621,3,0
2026-04-15,834242948,4,2
2026-04-15,810235073,5,0
2026-04-15,834242948,8,2
2026-04-15,300200389,2,0
2026-04-15,283192448,4,3
2026-04-15,234173373,3,2
2026-04-14,283192448,7,2
2026-04-14,237199987,8,2
2026-04-11,283192448,5,2
2026-04-11,300192448,4,2
2026-04-11,283192448,7,5
2026-04-11,251178005,3,1
2026-04-10,851220901,10,4
2026-04-10,283192448,8,2
2026-04-10,283192448,2,0
2026-04-10,265234102,7,3
2026-04-08,283192448,5,3
2026-04-08,300243585,6,0
2026-04-03,283192448,4,1
2026-04-03,324024630,3,1
2026-04-02,283192448,7,3
2026-04-02,291211738,5,0
2026-04-15,834220901,4,2
2026-04-15,253230621,11,4
2026-04-15,256192448,2,0
2026-04-15,253230621,7,4
2026-04-15,289192119,6,4
2026-04-15,253230621,3,2
2026-04-15,253230621,3,0
2026-04-15,234167495,5,2
2026-04-15,300230621,5,1
2026-04-15,253230621,5,1
2026-04-15,206167948,2,1
2026-04-15,253230621,6,3
2026-04-15,810230621,10,4
2026-04-15,846193080,5,3
2026-04-15,280210257,3,0
2026-04-15,810230621,8,6
2026-04-15,264190941,3,0
2026-04-15,810230621,8,5
2026-04-15,265192119,4,0
2026-04-15,515167495,12,9
2026-04-15,265192119,8,4
2026-04-15,216162835,3,1
2026-04-15,265192119,3,1
2026-04-15,268051539,4,1
2026-04-15,265192119,3,0
2026-04-15,300233164,4,2
2026-04-15,265192119,5,3
2026-04-15,253192119,6,2
2026-04-15,265192119,7,2
2026-04-15,265234102,6,2
2026-04-14,207000488,6,3
2026-04-14,265192119,5,4
2026-04-14,206193080,5,3
2026-04-14,265192119,7,3
2026-04-14,265192119,5,2
2026-04-14,260230621,8,4
2026-04-15,834230621,8,5
2026-04-15,201051539,4,1
2026-04-15,853232065,5,4
2026-04-15,201051539,3,3
2026-04-15,828200389,4,2
2026-04-15,201051539,3,0
2026-04-15,201051539,2,0
2026-04-15,289192119,3,1
2026-04-15,201051539,3,1
2026-04-15,810233934,2,0
2026-04-04,217212831,8,5
2026-04-04,251186153,3,1
2026-04-03,251186153,3,1
2026-04-03,256168435,4,1
2026-04-03,251186153,5,2
2026-04-03,231024630,3,0
2026-04-03,256210257,6,1
2026-04-03,251186153,4,2
2026-04-15,848225116,9,4
2026-04-15,206177683,4,1
2026-04-15,206177683,5,1
2026-04-15,237192119,6,4
2026-04-14,206177683,6,4
2026-04-14,300246139,5,2
2026-04-14,206177683,5,3
2026-04-14,253192119,6,3
2026-04-14,206177683,1,0
2026-04-14,323186153,0,0
2026-04-14,206177683,8,4
2026-04-14,855220901,5,1
2026-04-14,206177683,3,1
2026-04-14,274192119,9,3
2026-04-14,253167948,3,1
2026-04-14,206177683,4,2
2026-04-14,206177683,5,2
2026-04-14,300193105,4,1
2026-04-14,206177683,4,0
2026-04-14,291262621,3,2
2026-04-12,848192119,3,1
2026-04-12,289192119,9,2
2026-04-12,848192119,6,4
2026-04-12,828192448,5,1
2026-04-12,848192119,5,3
2026-04-12,283186153,4,0
2026-04-12,848192119,4,2
2026-04-12,834202811,6,4
2026-04-12,848192119,8,3
2026-04-12,214192119,3,2
2026-04-12,848192119,6,3
2026-04-12,253204935,7,2
2026-04-12,234051539,8,3
2026-04-12,848192119,6,1
2026-04-12,836230621,6,3
2026-04-12,300230621,4,0
2026-04-12,834220901,6,4
2026-04-12,300230621,9,3
2026-04-12,231173373,7,3
2026-04-12,300230621,3,1
2026-04-12,300230621,6,3
2026-04-12,513234642,7,3
2026-04-12,206203042,5,2
2026-04-12,300230621,7,2
2026-04-12,834210257,6,4
2026-04-12,300230621,6,2
2026-04-12,300230621,6,2
2026-04-12,300228413,6,3
2026-04-12,300230621,2,2
2026-04-12,834230621,5,1
2026-04-12,300230621,1,0
2026-04-12,814194404,7,2
2026-04-12,834190941,12,4
2026-04-12,300230621,4,0
2026-04-14,517230869,8,3
2026-04-14,300233934,2,1
2026-04-14,517230869,6,2
2026-04-14,206024630,3,2
2026-04-14,517230869,3,1
2026-04-14,517246657,5,2
2026-04-14,517230869,4,1
2026-04-14,251192119,8,5
2026-04-14,517230869,2,2
2026-04-14,828212831,5,0
2026-04-14,517230869,3,2
2026-04-14,289192119,3,0
2026-04-14,517230869,3,2
2026-04-14,291211738,5,2
2026-04-14,517230869,9,3
2026-04-14,256193105,4,1
2026-04-12,517230869,5,2
2026-04-12,216162835,5,3
2026-04-12,517230869,3,2
2026-04-12,834230621,2,1
2026-04-11,825234642,4,0
2026-04-11,802051539,5,2
2026-04-11,802051539,2,1
2026-04-11,827048940,3,3
2026-04-10,829189117,4,2
2026-04-10,802051539,2,1
2026-04-15,804262621,5,3
2026-04-15,300192448,7,2
2026-04-15,300228789,4,1
2026-04-15,300192448,6,2
2026-04-15,289051539,4,2
2026-04-15,300192448,2,1
2026-04-15,218200726,5,2
2026-04-15,300192448,0,0
2026-04-15,234051539,2,0
2026-04-15,300192448,5,2
2026-04-15,251192119,6,2
2026-04-15,300192448,2,1
2026-04-15,234190941,2,2
2026-04-15,300192448,4,1
2026-04-15,234051539,6,3
2026-04-15,300192448,3,1
2026-04-15,283230621,1,0
2026-04-15,300192448,5,2
2026-04-15,251164835,3,0
2026-04-15,300192448,0,0
2026-04-15,270193105,7,3
2026-04-15,517251752,2,0
2026-04-15,270193105,0,0
2026-04-15,517185122,4,1
2026-04-15,270193105,6,4
2026-04-15,256193105,6,4
2026-04-15,270193105,6,1
2026-04-15,300243675,2,0
2026-04-15,270193105,2,1
2026-04-15,207000488,7,3
2026-04-15,270193105,2,0
2026-04-15,300192119,7,2
2026-04-15,270193105,3,1
2026-04-15,207193080,4,0
2026-04-15,270193105,5,1
2026-04-15,511233306,6,1
2026-04-15,270193105,6,2
2026-04-15,237212831,2,2
2026-04-15,834192119,4,1
2026-04-15,802163587,4,1
2026-04-15,300262621,2,1
2026-04-15,834192119,5,2
2026-04-15,256210257,5,3
2026-04-15,260192119,0,0
2026-04-15,846044897,4,1
2026-04-15,260192119,2,1
2026-04-15,251167495,6,2
2026-04-15,260192119,4,3
2026-04-15,251167495,4,1
2026-04-15,260192119,3,1
2026-04-15,260192119,3,1
2026-04-15,804262621,4,4
2026-04-15,251001179,4,1
2026-04-15,260192119,8,4
2026-04-15,260192119,4,1
2026-04-15,265192119,4,1
2026-04-14,804262621,3,2
2026-04-14,234192119,2,2
2026-04-14,300192448,3,1
2026-04-14,264230621,3,1
2026-04-14,264230621,4,3
2026-04-14,206024630,2,1
2026-04-14,264230621,4,1
2026-04-14,283167495,7,4
2026-04-14,264230621,2,2
2026-04-14,834212831,4,2
2026-04-11,264230621,6,1
2026-04-11,256199987,8,3
2026-04-11,264230621,7,2
2026-04-11,206210257,2,1
2026-04-11,264230621,2,1
2026-04-11,300278394,5,1
2026-04-14,828212831,6,1
2026-04-14,234173373,6,2
2026-04-14,234173373,7,3
2026-04-14,828192448,4,1
2026-04-14,834220901,6,5
2026-04-14,234173373,3,1
2026-04-14,234173373,2,1
2026-04-14,201167948,5,1
2026-04-14,234173373,5,4
2026-04-14,231199987,3,0
2026-04-14,234173373,3,0
2026-04-14,829226753,2,0
2026-04-14,234173373,3,1
2026-04-14,845140233,3,2
2026-04-13,234173373,4,1
2026-04-13,270221087,8,4
