PlayerNameID,키(cm)
291227127,192
300206585,189
300212831,193
300226753,190
300228789,197
300232229,188
300233934,191
300234642,197
300277823,190
501215698,191
503233306,190
513192448,187
513206585,189
517192563,189
517204935,185
517211738,195
517215316,189
517215698,191
517220901,183
517259532,191
806266323,190
827051539,197
829189117,187
830212432,189
834235073,195
834246139,184
836005479,185
840214979,191
840242948,196
845230869,190
848192119,199
851220901,183
101005479,185
206193080,193
207000488,188
210193080,193
210231691,193
216190053,193
217203042,196
234192119,199
251002147,194
260167495,193
267244020,193
283212151,193
289190053,193
300192563,189
300193105,195
300194404,190
300200389,188
300201095,188
300233189,195
300233306,188
300234102,188
300240913,188
300243311,191
300254803,193
300262989,191
300263798,192
300263887,189
300270821,200
300278394,199
501140293,193
508163489,189
511220901,183
511230621,196
517200389,188
517212831,193
517223885,193
517230869,190
517235073,195
517251752,189
802048940,196
805252662,188
825234642,197
827048940,196
828226753,190
834202811,195
834223686,188
834235840,187
845234642,197
848000488,188
852186153,195
852192448,187
853210941,186
856235840,187
101048940,196
101238380,189
111051539,197
201192119,199
201193080,193
206164835,190
206186153,195
206230621,196
207167495,193
210230621,196
214001179,191
214192119,199
216192563,190
217234642,197
231193080,192
234167495,193
237165735,194
237193105,195
242192119,199
242192448,187
246193105,195
251164835,190
252051539,197
252162835,193
252163587,189
252178005,190
253168435,192
253204935,185
254048940,196
256005479,185
256193105,195
260194911,190
260230621,196
261044897,187
277222229,185
279212831,193
280235073,195
280241050,195
283002147,197
283186153,196
293212432,189
294237778,187
294238570,194
300190941,192
300193786,188
300199987,186
300207557,198
300215316,189
300216065,192
300225395,193
300228279,193
300228413,192
300234777,191
300235073,195
300242948,196
300259065,185
300263063,197
319005479,185
503167948,188
508186153,195
511215698,191
513203841,199
513234642,197
515192119,200
515240091,194
517167948,188
517230621,196
517254803,193
802163587,189
805212432,189
807212831,193
810206585,189
810235073,195
814194404,190
815215522,184
825048940,196
825192448,187
825200159,185
826192563,189
828202811,195
829051539,197
829199987,185
829212831,193
830228130,192
834235413,193
834250753,199
834251752,189
840200389,188
844193080,192
848252154,191
851210676,196
852189908,188
853212432,189
853232065,189
853238570,194
855192119,200
855212831,193
101051539,197
101190053,193
201005479,185
201167495,193
201167948,188
206005479,185
206173373,192
206192119,199
206193041,185
206193105,195
206199987,185
206203841,200
206206585,188
206208104,187
207190053,193
207192563,190
207204935,185
211193080,193
214005479,185
214024630,187
214048940,196
214150724,196
214167948,188
214186569,192
216121937,191
216167495,193
216189690,190
216234642,197
217163264,188
218200726,186
218215316,189
221192119,199
231150724,196
231176550,183
234180739,185
234201325,196
237190053,193
241190941,192
242024630,188
242194404,190
242210257,188
246211990,188
247191924,199
251024630,188
251207998,191
251238380,189
253167948,188
253207998,191
256186569,192
256190778,189
260163264,188
260193080,192
260210257,188
260213951,196
260226753,190
260243952,192
264210385,191
265228413,192
268048940,196
272170597,188
274005479,185
276234577,188
280167948,188
280172203,201
280204092,193
280206585,189
280212831,193
283193698,187
283200316,192
284146748,196
284177644,190
289001179,192
289005479,185
289019580,182
289048940,196
289167948,188
289178005,190
289193041,185
300167948,188
300186148,187
300188943,189
300200159,185
300203841,199
300204883,187
300210358,188
300211101,188
300211515,194
300212432,189
300213407,201
300215363,191
300223686,188
300224003,192
300224251,194
300225116,192
300225149,189
300227370,187
300228383,195
300230670,197
300230872,189
300233164,197
300233267,191
300234371,196
300241050,195
300243952,191
300255303,191
300262956,193
300270141,190
300271918,193
300277669,205
318172723,199
322146748,196
322177644,190
323174543,184
324073239,204
324172203,201
324208104,190
324213951,196
501230621,196
503233934,188
508192119,199
508200110,193
508223550,189
508228789,197
511225116,190
511228789,197
511233934,191
511234102,188
511262621,199
513200389,188
513202811,195
513235073,195
515192563,189
515210257,188
515215698,191
515220901,183
515223885,193
515227127,192
515235073,195
517185122,193
517205186,196
517209981,195
517225116,192
517227127,191
517233306,188
517235840,187
517240091,194
517252154,191
802182494,190
802192448,187
802200389,188
805221759,189
810167495,193
810192448,187
810220901,183
810233934,191
810246139,184
814048940,196
814234642,197
820240091,194
827005479,185
828178005,190
829005479,185
829167495,192
829190053,193
829220901,183
829226753,190
829228279,193
830210941,186
834200110,193
834240913,188
834242948,196
834252154,191
835016254,191
836167495,193
840001179,192
840048940,196
840192119,200
840209981,195
840226753,190
844199641,188
844259532,191
845199005,184
846202811,195
852198009,188
852263880,187
855167495,193
855200389,188
856192119,200
856203841,199
201001179,192
201048940,196
206199482,184
207048940,196
214203775,189
216000488,188
216163705,185
216168435,192
216170084,198
216188943,189
217199987,185
217200110,194
217201095,188
217201976,194
221189342,194
221192448,187
221194404,190
221211515,194
221212831,191
225019580,182
225156392,196
225238570,194
231168435,192
231199987,185
233163705,185
234002147,197
234150724,196
234178005,190
234193041,185
234199987,185
237001179,191
242001179,192
242243952,192
252002147,197
253230621,196
256048940,196
260186153,195
260192119,199
260239364,190
268005479,185
270215223,191
272167948,188
273180739,185
273226753,190
273234642,197
277203004,195
277238570,194
280177683,183
280225116,190
283005479,185
283178005,190
284002147,197
291192984,197
298238570,194
300073580,190
300163587,189
300164835,190
300167959,188
300172203,201
300173426,193
300185427,192
300193107,187
300204092,193
300205812,193
300206075,193
300212442,192
300214680,187
300214979,191
300223885,193
300240225,192
300242179,194
300246139,184
300246671,196
300256407,187
300258485,192
300258498,193
300258534,188
300260978,191
300263204,191
300263880,187
300266517,210
300269271,187
320140293,193
500162835,193
503162835,193
503230621,196
506001179,192
511163489,189
511194404,190
511215363,191
511235073,195
513201269,188
513210257,188
513228789,197
513230621,196
515198009,188
515228413,192
515235840,187
517193080,192
517193698,187
517199641,188
517210676,196
517223952,192
517224003,192
517224987,192
517246657,191
804243585,189
806191655,187
810185122,191
810204092,193
810210257,188
810224987,192
815224836,202
815230869,190
815258498,194
826193698,187
826200389,188
826202873,190
826210676,196
828167948,188
829192448,187
832215698,191
832235073,195
834177683,183
834200389,188
834215223,191
836001179,192
836048940,196
840223952,192
844266282,188
845005479,185
845140233,185
845230621,196
846044897,187
846192119,199
852048940,196
855220901,183
855230872,189
856167495,193
856177683,183
856200389,188
856210385,191
856212831,193
856226300,191
856230621,196
856262621,199
201000805,190
207000001,191
214190053,193
214200389,186
217178005,190
221210257,188
225139500,184
231193041,184
233163587,185
234182494,190
242139062,186
242189117,187
242194911,190
246188943,189
246193041,185
251168435,192
251190053,193
252190053,193
253204120,188
256177644,190
260002147,197
260212831,191
273186153,195
273192119,199
277212432,189
283163489,189
284200696,193
289182494,190
291193698,187
300189690,190
300189908,188
300195668,195
300198513,183
300200110,193
300203042,196
300207998,191
300222389,185
300236515,186
300240091,194
300242656,196
300242879,192
300243647,198
300246236,184
300252154,191
300275317,188
322162835,193
323168354,195
501146748,196
501172723,199
501193041,185
501206585,186
503201931,193
503234102,188
506193080,192
508172203,201
508211738,195
508224003,192
511203841,199
511233306,188
513192119,199
515167495,193
515203841,199
515204935,185
815220407,190
825243952,191
844251752,189
848001179,191
848200389,188
848210257,188
856251752,189
