PlayerNameID,급여,OVR
300228383,5,71
300230670,6,73
300230872,6,74
300233164,5,66
300233267,5,67
300234371,5,67
300241050,5,68
300243952,6,73
300255303,5,68
300262956,5,69
300270141,5,68
300271918,5,65
300277669,5,56
318172723,5,71
322146748,5,70
322177644,5,67
323174543,5,72
324073239,5,66
324172203,5,66
324208104,5,71
324213951,5,68
501230621,12,85
503233934,7,77
508192119,16,92
508200110,11,83
508223550,11,83
508228789,11,81
511225116,12,86
511228789,12,84
511233934,14,90
511234102,11,84
511262621,12,86
513200389,16,98
513202811,16,93
513235073,17,98
515192563,14,93
515210257,17,100
515215698,17,99
515220901,15,96
515223885,15,94
515227127,16,95
515235073,17,102
517185122,17,98
517205186,15,97
517209981,16,95
517225116,16,96
517227127,16,99
517233306,16,97
517235840,16,96
517240091,16,93
517252154,17,99
802182494,20,106
802192448,23,110
802200389,23,111
805221759,20,106
810167495,20,102
810192448,20,104
810220901,19,104
810233934,16,97
810246139,17,100
814048940,24,112
814234642,22,109
820240091,24,112
827005479,23,113
828178005,21,106
829005479,23,113
829167495,24,111
829190053,25,114
829220901,22,111
829226753,22,109
829228279,20,105
830210941,21,108
834200110,22,110
834240913,24,113
834242948,21,105
834252154,23,110
835016254,24,114
836167495,25,114
840001179,25,114
840048940,25,114
840192119,26,116
840209981,24,115
840226753,24,113
844199641,25,117
844259532,27,118
845199005,24,114
846202811,24,113
852198009,24,114
852263880,24,114
855167495,27,117
855200389,26,117
856192119,26,120
856203841,26,116
201001179,14,84
201048940,15,86
206199482,11,82
207048940,15,89
214203775,12,82
216000488,16,96
216163705,15,93
216168435,15,92
216170084,13,91
216188943,14,90
217199987,13,87
217200110,6,75
217201095,8,78
217201976,12,86
221189342,5,75
221192448,16,91
221194404,12,85
221211515,12,86
221212831,15,92
225019580,17,99
225156392,15,92
225238570,13,89
231168435,17,97
231199987,15,95
233163705,14,92
234002147,13,86
234150724,15,92
234178005,14,92
234193041,15,94
234199987,13,88
237001179,19,102
242001179,13,89
242243952,7,75
252002147,17,99
253230621,20,104
256048940,20,105
260186153,17,95
260192119,19,107
260239364,14,92
268005479,20,107
270215223,18,101
272167948,21,107
273180739,13,88
273226753,15,92
273234642,18,101
277203004,18,100
277238570,19,103
280177683,12,91
280225116,18,105
283005479,22,111
283178005,19,102
284002147,18,101
291192984,20,107
298238570,5,73
300073580,5,68
300163587,5,72
300164835,5,68
300167959,5,68
300172203,5,65
300173426,5,67
300185427,5,68
300193107,5,68
300204092,5,66
300205812,5,71
300206075,5,69
300212442,5,69
300214680,5,66
300214979,6,72
300223885,6,73
300240225,5,70
300242179,5,68
300246139,5,69
300246671,5,62
300256407,5,67
300258485,5,70
300258498,5,71
300258534,5,69
300260978,5,65
300263204,5,66
300263880,5,69
300266517,5,55
300269271,5,66
320140293,5,72
500162835,14,85
503162835,14,89
503230621,13,88
506001179,12,84
511163489,13,89
511194404,13,88
511215363,12,85
511235073,15,94
513201269,14,91
513210257,17,97
513228789,14,88
513230621,17,98
515198009,14,93
515228413,13,93
515235840,14,94
517193080,17,102
517193698,16,96
517199641,16,97
517210676,16,95
517223952,16,101
517224003,15,93
517224987,16,96
517246657,15,93
804243585,17,99
806191655,19,102
810185122,15,95
810204092,19,103
810210257,19,102
810224987,21,107
815224836,19,103
815230869,20,106
815258498,19,104
826193698,24,113
826200389,22,110
826202873,21,109
826210676,21,109
828167948,21,107
829192448,23,111
832215698,25,114
832235073,24,113
834177683,24,118
834200389,22,110
834215223,22,109
836001179,25,115
836048940,24,112
840223952,23,112
844266282,24,115
845005479,26,118
845140233,26,117
845230621,27,119
846044897,25,116
846192119,25,115
852048940,26,117
855220901,27,120
855230872,25,118
856167495,23,110
856177683,25,115
856200389,22,108
856210385,24,115
856212831,25,114
856226300,25,119
856230621,25,116
856262621,19,105
201000805,14,84
207000001,13,86
214190053,14,89
214200389,16,92
217178005,16,95
221210257,15,90
225139500,15,92
231193041,17,100
233163587,17,96
234182494,15,94
242139062,6,72
242189117,14,92
242194911,14,89
246188943,17,98
246193041,15,94
251168435,12,85
251190053,21,105
252190053,21,105
253204120,16,97
256177644,17,100
260002147,8,77
260212831,16,95
273186153,18,100
273192119,19,102
277212432,20,104
283163489,19,103
284200696,16,96
289182494,20,106
291193698,21,107
300189690,5,67
300189908,5,71
300195668,5,66
300198513,5,67
300200110,5,71
300203042,5,68
300207998,5,63
300222389,5,67
300236515,5,67
300240091,6,74
300242656,5,66
300242879,5,69
300243647,5,68
300246236,5,65
300252154,7,76
300275317,5,58
322162835,7,74
323168354,5,61
501146748,9,79
501172723,8,78
501193041,12,86
501206585,11,82
503201931,8,80
503234102,7,78
506193080,14,88
508172203,11,81
508211738,10,80
508224003,12,84
511203841,14,89
511233306,13,88
513192119,19,100
515167495,17,99
515203841,16,96
515204935,14,97
815220407,21,107
825243952,23,112
844251752,25,116
848001179,27,118
848200389,26,118
848210257,26,118
856251752,20,106
