PlayerNameID,시즌,열1,선수이름,급여,OVR
101000240,ICON (ICON),ICON,로이 킨,에러,에러
101000241,ICON (ICON),ICON,라이언 긱스,에러,에러
101000244,ICON (ICON),ICON,게리 네빌,에러,에러
101000246,ICON (ICON),ICON,폴 스콜스,에러,에러
101000250,ICON (ICON),ICON,데이비드 베컴,에러,에러
101000388,ICON (ICON),ICON,솔 캠벨,에러,에러
101000393,ICON (ICON),ICON,테디 셰링엄,에러,에러
101000488,ICON (ICON),ICON,올리버 칸,에러,에러
101000570,ICON (ICON),ICON,제이-제이 오코차,에러,에러
101000805,ICON (ICON),ICON,옌스 레만,에러,에러
101000942,ICON (ICON),ICON,크리스티안 비에리,에러,에러
101001025,ICON (ICON),ICON,후이 코스타,에러,에러
101001040,ICON (ICON),ICON,호베르투 카를루스,에러,에러
101001041,ICON (ICON),ICON,하비에르 사네티,에러,에러
101001075,ICON (ICON),ICON,델피에로,에러,에러
101001088,ICON (ICON),ICON,알레산드로 네스타,에러,에러
101001109,ICON (ICON),ICON,파올로 말디니,에러,에러
101001114,ICON (ICON),ICON,로베르토 바조,에러,에러
101001116,ICON (ICON),ICON,마르셀 드사이,에러,에러
101001179,ICON (ICON),ICON,잔루이지 부폰,에러,에러
101001183,ICON (ICON),ICON,파비오 칸나바로,에러,에러
101001198,ICON (ICON),ICON,필리포 인자기,에러,에러
101001201,ICON (ICON),ICON,잔프랑코 졸라,에러,에러
101001238,ICON (ICON),ICON,F. 토티,에러,에러
101001256,ICON (ICON),ICON,클라렌스 세이도르프,에러,에러
101001397,ICON (ICON),ICON,지네딘 지단,에러,에러
101001419,ICON (ICON),ICON,파트리크 비에이라,에러,에러
101001605,ICON (ICON),ICON,로베르 피레스,에러,에러
101001615,ICON (ICON),ICON,릴리앙 튀람,에러,에러
101001620,ICON (ICON),ICON,에마뉘엘 프티,에러,에러
101001625,ICON (ICON),ICON,티에리 앙리,에러,에러
101001668,ICON (ICON),ICON,클로드 마켈렐레,에러,에러
101001845,ICON (ICON),ICON,올레 군나르 솔샤르,에러,에러
101003647,ICON (ICON),ICON,미하엘 발락,에러,에러
101004000,ICON (ICON),ICON,데니스 베르캄프,에러,에러
101004202,ICON (ICON),ICON,젠나로 가투소,에러,에러
101004231,ICON (ICON),ICON,히바우두,에러,에러
101004833,ICON (ICON),ICON,H. 스토이치코프,에러,에러
101005003,ICON (ICON),ICON,카푸,에러,에러
101005099,ICON (ICON),ICON,잔루카 잠브로타,에러,에러
101005419,ICON (ICON),ICON,마이클 오언,에러,에러
101005467,ICON (ICON),ICON,제이미 캐러거,에러,에러
101005471,ICON (ICON),ICON,프랭크 램파드,에러,에러
101005479,ICON (ICON),ICON,카시야스,에러,에러
101005589,ICON (ICON),ICON,루이스 피구,에러,에러
101005673,ICON (ICON),ICON,야리 리트마넨,에러,에러
101005680,ICON (ICON),ICON,P. 클라위베르트,에러,에러
101005681,ICON (ICON),ICON,M. 오베르마르스,에러,에러
101005984,ICON (ICON),ICON,다비드 트레제게,에러,에러
101006235,ICON (ICON),ICON,파벨 네드베드,에러,에러
101006975,ICON (ICON),ICON,프레디 융베리,에러,에러
101007289,ICON (ICON),ICON,리오 퍼디난드,에러,에러
101007512,ICON (ICON),ICON,에르난 크레스포,에러,에러
101007518,ICON (ICON),ICON,베론,에러,에러
101007763,ICON (ICON),ICON,안드레아 피를로,에러,에러
101007826,ICON (ICON),ICON,로빈 반페르시,에러,에러
101009676,ICON (ICON),ICON,사뮈엘 에토,에러,에러
101010264,ICON (ICON),ICON,뤼트 반니스텔로이,에러,에러
101010535,ICON (ICON),ICON,차비,에러,에러
101011141,ICON (ICON),ICON,미로슬라프 클로제,에러,에러
101013038,ICON (ICON),ICON,카를레스 푸욜,에러,에러
101013128,ICON (ICON),ICON,안드리 셰우첸코,에러,에러
101013383,ICON (ICON),ICON,나카타 히데토시,에러,에러
101013743,ICON (ICON),ICON,스티븐 제라드,에러,에러
101020170,ICON (ICON),ICON,비토르 바이아,에러,에러
101020289,ICON (ICON),ICON,야야 투레,에러,에러
101023174,ICON (ICON),ICON,리켈메,에러,에러
101028130,ICON (ICON),ICON,호나우지뉴,에러,에러
101031432,ICON (ICON),ICON,디디에 드로그바,에러,에러
101034079,ICON (ICON),ICON,애슐리 콜,에러,에러
101037576,ICON (ICON),ICON,호나우두,에러,에러
101039943,ICON (ICON),ICON,박지성,에러,에러
101041236,ICON (ICON),ICON,즐라탄,에러,에러
101045197,ICON (ICON),ICON,샤비 알론소,에러,에러
101045661,ICON (ICON),ICON,라울,에러,에러
101045674,ICON (ICON),ICON,마이클 에시앙,에러,에러
101046747,ICON (ICON),ICON,알렉시 랄라스,에러,에러
101048940,ICON (ICON),ICON,페트르 체흐,에러,에러
101049369,ICON (ICON),ICON,페르난도 토레스,에러,에러
101051539,ICON (ICON),ICON,에드윈 반데르사르,에러,에러
101052241,ICON (ICON),ICON,헨릭 라르손,에러,에러
101053769,ICON (ICON),ICON,데쿠,에러,에러
101054050,ICON (ICON),ICON,웨인 루니,에러,에러
101117106,ICON (ICON),ICON,파울레타,에러,에러
101121939,ICON (ICON),ICON,필립 람,에러,에러
101121944,ICON (ICON),ICON,B. 슈바인슈타이거,에러,에러
101138449,ICON (ICON),ICON,카카,에러,에러
101138956,ICON (ICON),ICON,조르조 키엘리니,에러,에러
101140601,ICON (ICON),ICON,네마냐 비디치,에러,에러
101156353,ICON (ICON),ICON,루이스 에르난데스,에러,에러
101156616,ICON (ICON),ICON,프랑크 리베리,에러,에러
101161840,ICON (ICON),ICON,페르난도 이에로,에러,에러
101166120,ICON (ICON),ICON,안드레아스 브레메,에러,에러
101166124,ICON (ICON),ICON,게오르게 하지,에러,에러
101166149,ICON (ICON),ICON,우고 산체스,에러,에러
101166691,ICON (ICON),ICON,지쿠,에러,에러
101166906,ICON (ICON),ICON,프랑코 바레시,에러,에러
101167135,ICON (ICON),ICON,카를루스 아우베르투,에러,에러
101167198,ICON (ICON),ICON,에릭 칸토나,에러,에러
101167680,ICON (ICON),ICON,로날트 쿠만,에러,에러
101168473,ICON (ICON),ICON,베켄바워,에러,에러
101173731,ICON (ICON),ICON,가레스 베일,에러,에러
101176676,ICON (ICON),ICON,마르셀루,에러,에러
101177845,ICON (ICON),ICON,프랑크 더부르,에러,에러
101182521,ICON (ICON),ICON,토니 크로스,에러,에러
101190042,ICON (ICON),ICON,마라도나,에러,에러
101190043,ICON (ICON),ICON,펠레,에러,에러
101190044,ICON (ICON),ICON,보비 무어,에러,에러
101190045,ICON (ICON),ICON,요한 크루이프,에러,에러
101190046,ICON (ICON),ICON,소크라테스,에러,에러
101190048,ICON (ICON),ICON,게르트 뮐러,에러,에러
101190053,ICON (ICON),ICON,페터 슈마이켈,에러,에러
101191189,ICON (ICON),ICON,로타어 마테우스,에러,에러
101191208,ICON (ICON),ICON,차범근,에러,에러
101191695,ICON (ICON),ICON,부트라게뇨,에러,에러
101192181,ICON (ICON),ICON,마르코 반바스텐,에러,에러
101192190,ICON (ICON),ICON,둥가,에러,에러
101214098,ICON (ICON),ICON,프랑크 레이카르트,에러,에러
101214100,ICON (ICON),ICON,루드 굴리트,에러,에러
101214101,ICON (ICON),ICON,파울루 푸트리,에러,에러
101214267,ICON (ICON),ICON,게리 리네커,에러,에러
101214649,ICON (ICON),ICON,다보르 슈케르,에러,에러
101215558,ICON (ICON),ICON,슈테판 에펜베르크,에러,에러
101215732,ICON (ICON),ICON,올리버 비어호프,에러,에러
101221162,ICON (ICON),ICON,가브리엘 바티스투타,에러,에러
101222000,ICON (ICON),ICON,미카엘 라우드루프,에러,에러
101222257,ICON (ICON),ICON,브리안 라우드루프,에러,에러
101222481,ICON (ICON),ICON,로랑 블랑,에러,에러
101222680,ICON (ICON),ICON,카를로스 발데라마,에러,에러
101226764,ICON (ICON),ICON,조지 베스트,에러,에러
101230025,ICON (ICON),ICON,보비 찰턴,에러,에러
101238380,ICON (ICON),ICON,레프 야신,에러,에러
101242519,ICON (ICON),ICON,에우제비우,에러,에러
101243781,ICON (ICON),ICON,과르디올라,에러,에러
101247515,ICON (ICON),ICON,존 반스,에러,에러
101247553,ICON (ICON),ICON,가린샤,에러,에러
101247699,ICON (ICON),ICON,케니 달글리시,에러,에러
101247703,ICON (ICON),ICON,이언 러시,에러,에러
101248146,ICON (ICON),ICON,이언 라이트,에러,에러
101254642,ICON (ICON),ICON,페렌츠 푸스카스,에러,에러
101268513,ICON (ICON),ICON,자이르지뉴,에러,에러
110000041,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),이니에스타,에러,에러
110000051,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),앨런 시어러,에러,에러
110000240,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),로이 킨,에러,에러
110000246,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),폴 스콜스,에러,에러
110000250,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),데이비드 베컴,에러,에러
110000388,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),솔 캠벨,에러,에러
110000488,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),올리버 칸,에러,에러
110000570,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),제이-제이 오코차,에러,에러
110001025,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),후이 코스타,에러,에러
110001040,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),호베르투 카를루스,에러,에러
110001041,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),하비에르 사네티,에러,에러
110001075,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),델피에로,에러,에러
110001088,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),알레산드로 네스타,에러,에러
110001109,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),파올로 말디니,에러,에러
110001114,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),로베르토 바조,에러,에러
110001116,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),마르셀 드사이,에러,에러
110001179,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),잔루이지 부폰,에러,에러
110001183,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),파비오 칸나바로,에러,에러
110001201,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),잔프랑코 졸라,에러,에러
110001238,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),F. 토티,에러,에러
110001256,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),클라렌스 세이도르프,에러,에러
110001397,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),지네딘 지단,에러,에러
110001419,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),파트리크 비에이라,에러,에러
110001605,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),로베르 피레스,에러,에러
110001615,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),릴리앙 튀람,에러,에러
110001620,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),에마뉘엘 프티,에러,에러
110001625,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),티에리 앙리,에러,에러
110001668,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),클로드 마켈렐레,에러,에러
110001845,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),올레 군나르 솔샤르,에러,에러
110003647,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),미하엘 발락,에러,에러
110004000,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),데니스 베르캄프,에러,에러
110004202,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),젠나로 가투소,에러,에러
110004231,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),히바우두,에러,에러
110004833,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),H. 스토이치코프,에러,에러
110005003,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),카푸,에러,에러
110005099,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),잔루카 잠브로타,에러,에러
110005419,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),마이클 오언,에러,에러
110005467,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),제이미 캐러거,에러,에러
110005471,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),프랭크 램파드,에러,에러
110005479,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),카시야스,에러,에러
110005589,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),루이스 피구,에러,에러
110005673,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),야리 리트마넨,에러,에러
110005680,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),P. 클라위베르트,에러,에러
110005984,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),다비드 트레제게,에러,에러
110006235,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),파벨 네드베드,에러,에러
110006975,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),프레디 융베리,에러,에러
110007289,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),리오 퍼디난드,에러,에러
110007512,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),에르난 크레스포,에러,에러
110007518,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),베론,에러,에러
110007763,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),안드레아 피를로,에러,에러
110007826,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),로빈 반페르시,에러,에러
110009676,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),사뮈엘 에토,에러,에러
110010264,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),뤼트 반니스텔로이,에러,에러
110010535,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),차비,에러,에러
110011141,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),미로슬라프 클로제,에러,에러
110013038,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),카를레스 푸욜,에러,에러
110013128,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),안드리 셰우첸코,에러,에러
110013383,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),나카타 히데토시,에러,에러
110013743,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),스티븐 제라드,에러,에러
110020289,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),야야 투레,에러,에러
110023174,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),리켈메,에러,에러
110028130,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),호나우지뉴,에러,에러
110031432,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),디디에 드로그바,에러,에러
110034079,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),애슐리 콜,에러,에러
110037576,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),호나우두,에러,에러
110039943,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),박지성,에러,에러
110041236,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),즐라탄,에러,에러
110045197,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),샤비 알론소,에러,에러
110045661,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),라울,에러,에러
110045674,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),마이클 에시앙,에러,에러
110048940,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),페트르 체흐,에러,에러
110049369,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),페르난도 토레스,에러,에러
110051539,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),에드윈 반데르사르,에러,에러
110052241,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),헨릭 라르손,에러,에러
110054050,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),웨인 루니,에러,에러
110121939,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),필립 람,에러,에러
110121944,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),B. 슈바인슈타이거,에러,에러
110138449,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),카카,에러,에러
110138956,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),조르조 키엘리니,에러,에러
110140601,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),네마냐 비디치,에러,에러
110156353,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),루이스 에르난데스,에러,에러
110156616,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),프랑크 리베리,에러,에러
110161840,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),페르난도 이에로,에러,에러
110166124,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),게오르게 하지,에러,에러
110166149,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),우고 산체스,에러,에러
110166691,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),지쿠,에러,에러
110166906,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),프랑코 바레시,에러,에러
110167135,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),카를루스 아우베르투,에러,에러
110167198,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),에릭 칸토나,에러,에러
110167680,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),로날트 쿠만,에러,에러
110168473,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),베켄바워,에러,에러
110173731,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),가레스 베일,에러,에러
110176676,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),마르셀루,에러,에러
110182521,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),토니 크로스,에러,에러
110190042,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),마라도나,에러,에러
110190043,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),펠레,에러,에러
110190044,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),보비 무어,에러,에러
110190045,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),요한 크루이프,에러,에러
110190046,ICON TM(제한) (ICON The Moment Bound),ICON TM(제한),소크라테스,에러,에러
