날짜,GK_ID,강화단계,피슈팅,선방
2026-04-11,234051539,8,9,6
2026-04-11,289051539,9,9,6
2026-04-11,234051539,8,6,3
2026-04-11,242001179,8,6,1
2026-04-11,840200389,8,12,7
2026-04-11,234051539,8,5,1
2026-04-11,234051539,8,5,1
2026-04-11,834212831,8,7,4
2026-04-11,828202811,8,6,5
2026-04-11,234051539,8,4,1
2026-04-11,234190941,8,5,2
2026-04-11,234051539,8,4,1
2026-04-11,234051539,8,4,2
2026-04-11,515215698,8,5,2
2026-04-11,234051539,8,5,0
2026-04-11,256051539,8,5,1
2026-04-11,265233306,8,2,0
2026-04-11,234051539,8,10,7
2026-04-11,234051539,8,8,3
2026-04-11,825192119,8,4,2
2026-04-10,234051539,8,5,3
2026-04-10,517228383,9,2,0
2026-04-10,234051539,8,6,1
2026-04-10,517202811,8,7,4
2026-04-09,810228413,8,6,3
2026-04-09,234051539,8,9,6
2026-04-09,206177683,13,5,2
2026-04-09,234051539,8,3,3
2026-04-09,234051539,8,3,1
2026-04-09,201005479,13,6,3
2026-04-09,802051539,9,6,1
2026-04-09,234051539,8,3,2
2026-04-09,234051539,8,3,1
2026-04-09,265233306,8,3,1
2026-04-09,234051539,8,5,2
2026-04-09,231024630,8,3,0
2026-04-08,804250753,10,5,2
2026-04-08,234051539,8,7,5
2026-04-06,234001179,8,7,4
2026-04-06,323174543,8,12,6
2026-04-06,234001179,8,3,0
2026-04-06,216192448,8,3,1
2026-04-06,289192119,9,3,1
2026-04-06,234001179,8,9,6
2026-04-06,828226753,8,3,0
2026-04-06,234001179,8,7,4
2026-04-06,234001179,8,7,3
2026-04-06,826204935,8,7,6
2026-04-06,234001179,8,3,0
2026-04-06,804262621,9,6,5
2026-04-06,214192119,12,6,1
2026-04-06,234001179,8,6,1
2026-04-06,234001179,8,6,3
2026-04-06,253192119,8,6,3
2026-04-05,234001179,8,7,2
2026-04-05,806212432,8,3,1
2026-04-04,515215698,8,6,2
2026-04-04,234001179,8,8,2
2026-04-04,234001179,8,8,2
2026-04-04,206192119,12,4,1
2026-04-04,234001179,8,4,2
2026-04-04,834212831,8,4,1
2026-04-04,234001179,8,3,1
2026-04-04,848225116,8,5,2
2026-04-04,234001179,8,7,5
2026-04-04,251051539,8,5,5
2026-04-04,234001179,8,2,2
2026-04-04,264230621,8,5,2
2026-04-04,234001179,8,3,0
2026-04-04,300223885,8,6,3
2026-04-04,234001179,8,6,1
2026-04-04,834215698,8,4,2
2026-04-04,234001179,8,5,2
2026-04-04,216230621,8,8,6
2026-04-04,234001179,8,10,5
2026-04-04,217177683,13,2,2
2026-04-04,234001179,8,4,2
2026-04-04,324073239,13,5,3
2026-04-04,234001179,8,5,0
2026-04-04,828212831,8,7,4
2026-04-04,234001179,8,6,4
2026-04-04,825051539,8,3,1
2026-04-04,517204935,8,8,5
2026-04-04,234001179,8,5,3
2026-04-02,829199987,9,3,3
2026-04-02,834220901,8,5,2
2026-03-30,828202811,8,2,0
2026-03-30,829199987,9,4,2
2026-03-30,829199987,9,6,4
2026-03-30,206206585,11,4,2
2026-03-30,829199987,9,2,1
2026-03-30,804262621,8,4,2
2026-03-30,829199987,9,9,5
2026-03-30,834223686,8,5,5
2026-03-30,829051539,8,5,5
2026-03-30,829199987,9,2,1
2026-03-29,829199987,9,4,1
2026-03-29,206024630,12,4,1
2026-03-28,829199987,9,7,5
2026-03-28,834215698,8,8,4
2026-03-28,829199987,9,6,4
2026-03-28,216200389,9,3,1
2026-03-28,826226753,9,8,4
2026-03-28,829199987,9,4,1
2026-03-28,829199987,9,4,2
2026-03-28,825192119,8,7,2
2026-03-28,284002147,9,2,1
2026-03-28,829199987,9,0,0
2026-03-28,829199987,9,1,1
2026-03-28,845233267,8,5,3
2026-03-28,829199987,9,4,3
2026-03-28,827048940,8,10,9
2026-03-28,829199987,9,7,4
2026-03-28,827048940,7,4,2
2026-03-28,829199987,9,6,0
2026-03-28,251207998,13,3,3
2026-03-28,829199987,9,2,1
2026-03-28,101051539,8,3,2
2026-04-18,256051539,8,1,0
2026-04-18,810210257,8,4,1
2026-04-18,214212831,11,3,1
2026-04-18,256051539,8,4,2
2026-04-18,256051539,8,5,3
2026-04-18,845233267,9,4,2
2026-04-18,231024630,8,3,1
2026-04-18,256051539,8,3,1
2026-04-18,810206585,8,3,0
2026-04-18,834242948,8,3,0
2026-04-18,834242948,8,4,0
2026-04-18,814048940,9,4,2
2026-04-18,515235073,8,1,1
2026-04-18,834242948,8,4,0
2026-04-17,834242948,8,1,0
2026-04-17,101051539,8,5,3
2026-04-17,834242948,8,3,2
2026-04-17,231150724,8,4,3
2026-04-17,834242948,8,0,0
2026-04-17,265228413,9,5,2
2026-04-17,834242948,8,2,1
2026-04-17,265225116,8,6,2
2026-04-17,252167495,8,3,1
2026-04-17,834242948,8,1,0
2026-04-16,834242948,8,3,1
2026-04-16,265186153,8,6,3
2026-03-28,834242948,8,2,1
2026-03-28,231001179,10,3,3
2026-03-28,834242948,8,1,0
2026-03-28,828200389,8,4,2
2026-03-28,323186153,7,2,1
2026-03-28,834242948,8,8,4
2026-04-18,214192119,10,3,1
2026-04-18,300238186,8,3,1
2026-04-18,300238186,8,2,2
2026-04-18,840242948,9,12,5
2026-04-18,207051539,9,2,0
2026-04-18,828212831,8,11,3
2026-04-18,828212831,8,2,0
2026-04-18,252162835,8,8,5
2026-04-18,828212831,8,6,5
2026-04-18,283230621,8,4,2
2026-04-18,513186153,8,8,2
2026-04-18,828212831,8,4,1
2026-04-17,828212831,8,5,3
2026-04-17,270233934,9,5,3
2026-04-17,828212831,8,5,2
2026-04-17,283199482,9,5,1
2026-04-17,828212831,8,3,0
2026-04-17,206208104,13,5,2
2026-04-17,828212831,8,0,0
2026-04-17,260213951,8,3,0
2026-04-17,828212831,8,4,2
2026-04-17,517254803,8,3,0
2026-04-16,828212831,8,7,1
2026-04-16,291211738,8,2,0
2026-04-16,828212831,8,1,1
2026-04-16,246193105,8,7,2
2026-04-16,265233306,8,2,0
2026-04-16,828212831,8,2,1
2026-04-16,828212831,8,3,0
2026-04-16,264230621,8,3,1
2026-04-16,834192119,8,5,2
2026-04-16,828212831,8,4,2
2026-04-16,251167495,7,3,0
2026-04-16,828212831,8,5,3
2026-04-16,828212831,8,2,0
2026-04-16,256210257,8,6,3
2026-04-18,324024630,12,6,4
2026-04-18,201167948,13,5,1
2026-04-18,324024630,12,5,4
2026-04-18,834202811,8,3,2
2026-04-17,324024630,12,5,1
2026-04-17,300210257,6,7,3
2026-04-17,324024630,12,3,1
2026-04-17,834220901,8,9,4
2026-04-17,324024630,12,8,4
2026-04-17,300226753,8,8,2
2026-04-16,814223885,9,6,2
2026-04-16,324024630,12,6,1
2026-04-16,834173426,8,7,0
2026-04-16,324024630,12,2,1
2026-04-16,324024630,12,2,1
2026-04-16,834220901,8,4,3
2026-04-14,324024630,12,5,2
2026-04-14,828192119,8,5,0
2026-04-13,324024630,12,5,2
2026-04-13,840242948,9,5,0
2026-04-13,270234577,8,6,1
2026-04-13,324024630,12,3,1
2026-04-13,237210257,9,6,2
2026-04-13,324024630,12,7,2
2026-04-13,324024630,12,2,1
2026-04-13,852223885,8,5,5
2026-04-12,324024630,12,3,3
2026-04-12,300212831,8,8,1
2026-04-12,324024630,12,3,1
2026-04-12,206186153,11,5,3
2026-04-12,324024630,12,5,2
2026-04-12,206212831,11,4,0
2026-04-11,324024630,12,5,1
2026-04-11,270193105,9,5,3
2026-04-11,324024630,12,6,1
2026-04-11,101190053,8,5,2
2026-04-11,324024630,12,2,0
2026-04-11,828212831,8,4,1
2026-04-10,324024630,12,1,0
2026-04-10,513186153,8,5,4
2026-04-10,834192119,8,9,4
2026-04-10,324024630,12,6,0
2026-04-10,324024630,12,7,3
2026-04-10,846193080,9,4,1
2026-04-09,324024630,12,4,2
2026-04-09,834252154,8,7,2
2026-04-09,324024630,12,4,2
2026-04-09,283230621,9,5,1
2026-04-09,324024630,12,8,3
2026-04-09,856192119,8,7,1
2026-04-09,324024630,12,3,0
2026-04-09,517205186,8,3,1
2026-04-09,324024630,12,4,2
2026-04-09,256193105,8,5,1
2026-04-08,324024630,12,9,5
2026-04-08,825192448,8,6,4
2026-04-08,324024630,12,9,7
2026-04-08,101005479,8,9,5
2026-04-08,324024630,12,8,3
2026-04-08,242212831,8,9,2
2026-04-08,324024630,12,6,2
2026-04-08,829192119,8,4,1
2026-04-08,324024630,12,8,3
2026-04-08,828215698,8,7,4
2026-04-07,324024630,12,9,4
2026-04-07,291262621,8,7,3
2026-04-07,231024630,8,11,5
2026-04-07,324024630,12,5,0
2026-04-18,251048940,8,5,1
2026-04-18,265192119,8,10,4
2026-04-16,834215698,8,8,4
2026-04-16,265192119,8,6,3
2026-04-16,265192119,8,7,2
2026-04-16,264190941,8,7,2
2026-04-18,216200389,8,5,1
2026-04-18,840215316,8,8,6
2026-04-18,216200389,8,7,2
2026-04-18,214024630,8,3,1
2026-04-18,216200389,8,10,6
2026-04-18,265234102,8,8,0
2026-04-18,216200389,8,7,2
2026-04-18,206177683,13,3,0
2026-04-18,216200389,8,7,3
2026-04-18,251167948,8,5,3
2026-04-18,300167495,8,4,0
2026-04-18,216200389,8,0,0
2026-04-18,216200389,8,2,1
2026-04-18,284001179,10,5,1
2026-04-18,216200389,8,9,3
2026-04-18,291262621,8,4,1
2026-04-18,291262621,8,3,0
2026-04-18,216200389,8,2,1
2026-04-18,216200389,8,8,3
2026-04-18,284216065,8,3,1
2026-04-18,216200389,8,2,0
2026-04-18,206024630,12,2,2
2026-04-18,233192119,8,4,0
2026-04-18,216200389,8,5,3
2026-04-18,216200389,8,5,2
2026-04-18,300243311,11,8,4
2026-04-18,216200389,8,10,6
2026-04-18,206188943,13,1,1
2026-04-17,216200389,8,7,2
2026-04-17,300186153,8,5,1
2026-04-17,216200389,8,2,1
2026-04-17,201167948,13,6,2
2026-04-17,848212831,8,9,5
2026-04-17,216200389,8,5,2
2026-04-17,300193105,8,6,2
2026-04-17,216200389,8,3,2
2026-04-17,206177683,12,4,3
2026-04-17,216200389,8,4,0
2026-04-17,825212831,8,3,2
2026-04-17,216200389,8,4,2
2026-04-17,272051539,11,1,0
2026-04-17,216200389,8,11,6
2026-04-17,216200389,8,3,1
2026-04-17,828167495,8,4,1
2026-04-17,515230621,8,8,4
2026-04-17,216200389,8,5,0
2026-04-17,216200389,8,4,2
2026-04-17,300228279,13,2,1
2026-04-17,804262621,8,2,0
2026-04-17,216200389,8,1,1
2026-04-17,216200389,8,7,5
2026-04-17,852223885,8,5,1
2026-04-17,216200389,8,2,1
2026-04-17,283167495,8,5,1
2026-04-17,216200389,8,0,0
2026-04-17,300199987,10,3,0
2026-04-17,216200389,8,0,0
2026-04-17,202019580,9,6,3
2026-04-17,216200389,8,5,2
2026-04-17,834192119,8,7,4
2026-04-17,216200389,8,7,2
2026-04-17,233192119,8,3,1
2026-04-17,216200389,8,1,1
2026-04-17,217212831,8,5,1
2026-04-17,216200389,8,4,2
2026-04-17,829204883,9,5,0
2026-04-17,216200389,8,0,0
2026-04-17,265234102,8,5,1
2026-04-17,216200389,8,5,2
2026-04-17,825051539,8,5,1
2026-04-17,804263063,9,4,0
2026-04-17,216200389,8,3,0
2026-04-16,802048940,10,6,4
2026-04-16,216200389,8,5,4
2026-04-16,216200389,8,9,6
2026-04-16,265233306,10,2,2
2026-04-18,814186569,9,10,7
2026-04-18,515204883,10,7,3
2026-04-18,814186569,9,4,1
2026-04-18,513230621,8,11,7
2026-04-17,814186569,9,6,3
2026-04-17,840209981,8,7,4
2026-04-13,814186569,9,9,5
2026-04-13,517220901,8,6,4
2026-04-12,814186569,9,3,1
2026-04-12,265233306,8,2,1
2026-04-12,814186569,9,4,3
2026-04-12,503192119,8,9,4
2026-04-12,814186569,9,4,1
2026-04-12,810225116,8,10,6
2026-04-12,216192563,8,8,6
2026-04-12,814186569,9,4,2
2026-04-11,814186569,9,5,3
2026-04-11,234192119,8,6,4
2026-04-11,814186569,9,3,1
2026-04-11,251167495,8,2,2
2026-04-11,814186569,9,6,2
2026-04-11,251192119,8,5,1
2026-04-11,814186569,9,1,1
2026-04-11,300243675,13,11,5
2026-04-11,814186569,9,5,3
2026-04-11,206203042,11,7,3
2026-04-11,814186569,9,5,2
2026-04-11,233192119,8,5,3
2026-04-18,300192119,8,10,6
2026-04-18,291262621,8,9,4
2026-04-18,517202811,8,2,2
2026-04-18,300192119,8,3,0
2026-04-17,300192119,8,8,6
2026-04-17,242212831,8,3,0
2026-04-17,206203841,12,0,0
2026-04-17,300192119,8,4,1
