날짜,GK_ID,강화단계,피슈팅,선방
2026-04-21,856235840,9,3,0
2026-04-21,300234642,8,2,1
2026-04-21,856235840,9,6,3
2026-04-21,846193080,8,4,0
2026-04-21,856235840,9,4,2
2026-04-21,264230621,8,6,3
2026-04-21,856235840,9,5,3
2026-04-21,214167495,8,3,0
2026-04-21,856235840,9,5,2
2026-04-21,300192448,8,1,0
2026-04-21,856235840,9,5,1
2026-04-21,852204092,8,7,4
2026-04-21,856235840,9,3,2
2026-04-21,825192119,8,2,0
2026-04-21,237212831,7,2,2
2026-04-21,856235840,9,7,4
2026-04-21,856235840,9,4,1
2026-04-21,300188943,13,6,2
2026-04-21,856235840,9,6,3
2026-04-21,300233267,13,4,2
2026-04-21,856235840,9,2,1
2026-04-21,829051539,8,6,2
2026-04-21,856235840,9,9,4
2026-04-21,264230621,8,3,1
2026-04-21,856235840,9,2,1
2026-04-21,265233306,9,3,0
2026-04-21,856235840,9,3,2
2026-04-21,234162835,8,2,0
2026-04-26,251051539,8,3,0
2026-04-26,265192119,8,0,0
2026-04-26,300235840,13,3,3
2026-04-26,251051539,8,22,7
2026-04-26,256192448,10,4,3
2026-04-26,251051539,8,7,6
2026-04-26,214150724,8,6,3
2026-04-26,251051539,8,4,2
2026-04-26,251051539,8,0,0
2026-04-26,265234102,8,3,0
2026-04-26,256186153,8,5,2
2026-04-26,270193105,9,3,3
2026-04-26,256186153,8,2,0
2026-04-26,828167495,8,3,0
2026-04-26,256186153,8,2,1
2026-04-26,253177683,8,6,0
2026-04-27,265192119,8,4,2
2026-04-27,515269626,8,5,2
2026-04-27,835016254,8,7,4
2026-04-27,515269626,8,2,1
2026-04-27,828212831,8,4,2
2026-04-27,515269626,8,4,3
2026-04-27,242192119,8,1,0
2026-04-27,828212831,9,9,3
2026-04-27,828167948,9,6,4
2026-04-27,242192119,8,6,1
2026-04-27,242192119,8,4,1
2026-04-27,256186153,9,3,2
2026-04-27,242192119,8,3,1
2026-04-27,221199987,13,9,6
2026-04-26,242192119,8,7,3
2026-04-26,206206585,11,7,3
2026-04-26,206200389,13,7,1
2026-04-26,242192119,8,5,3
2026-04-26,300210257,8,6,2
2026-04-26,242192119,8,2,1
2026-04-26,242192119,8,2,0
2026-04-26,206024630,13,4,1
2026-04-26,242192119,8,6,4
2026-04-26,515230621,8,6,4
2026-04-27,265233306,9,5,2
2026-04-27,219228413,13,3,3
2026-04-27,265233306,9,6,4
2026-04-27,270233267,9,5,1
2026-04-27,265233306,9,8,4
2026-04-27,300211101,8,5,3
2026-04-27,268051539,8,4,2
2026-04-27,265233306,9,5,2
2026-04-27,856203841,8,8,4
2026-04-27,265233306,9,3,1
2026-04-26,300192448,8,5,2
2026-04-26,265233306,9,8,5
2026-04-26,265233306,9,6,4
2026-04-26,206193080,9,2,1
2026-04-26,251164835,9,6,4
2026-04-26,265233306,9,6,4
2026-04-26,802182494,8,8,4
2026-04-26,265233306,9,4,1
2026-04-26,265233306,9,3,2
2026-04-26,289005479,10,3,1
2026-04-25,265233306,9,4,2
2026-04-25,862212432,8,4,2
2026-04-25,206005479,8,4,0
2026-04-25,265233306,9,1,0
2026-04-25,265233306,9,5,1
2026-04-25,233192119,8,4,2
2026-04-25,265233306,9,3,1
2026-04-25,280230621,8,6,3
2026-04-24,265233306,9,4,1
2026-04-24,216167948,9,4,2
2026-04-24,251192119,8,4,2
2026-04-24,265233306,9,1,0
2026-04-24,265233306,9,7,5
2026-04-24,214192119,12,3,2
2026-04-24,804262621,8,4,2
2026-04-24,265233306,9,3,2
2026-04-24,214192119,11,4,2
2026-04-24,265233306,9,2,1
2026-04-24,852223885,8,5,3
2026-04-24,265233306,9,3,1
2026-04-23,265233306,9,2,1
2026-04-23,828167948,8,4,1
2026-04-23,265233306,9,4,3
2026-04-23,291211738,8,4,1
2026-04-25,270233934,8,6,4
2026-04-25,324024630,12,8,2
2026-04-25,217212831,8,5,3
2026-04-25,324024630,12,4,1
2026-04-25,251051539,8,3,1
2026-04-25,324024630,12,6,2
2026-04-25,324024630,12,5,2
2026-04-25,207204935,8,8,4
2026-04-25,862212432,8,8,3
2026-04-25,324024630,12,0,0
2026-04-25,324024630,12,2,2
2026-04-25,206177683,13,3,0
2026-04-25,300192119,8,5,4
2026-04-25,324024630,12,5,4
2026-04-25,324024630,12,5,2
2026-04-25,270233934,8,7,3
2026-04-27,829199987,8,7,2
2026-04-27,834230621,8,7,4
2026-04-27,834230621,8,6,2
2026-04-27,242001179,8,7,4
2026-04-27,834230621,8,4,4
2026-04-27,283005479,8,6,4
2026-04-25,834212831,8,6,3
2026-04-25,834230621,8,4,3
2026-04-25,237192119,8,5,1
2026-04-25,834230621,8,8,3
2026-04-25,206192448,8,6,1
2026-04-25,834230621,8,3,1
2026-04-25,834230621,8,5,2
2026-04-25,848190941,8,2,0
2026-04-25,217177683,8,4,1
2026-04-25,834230621,8,4,3
2026-04-26,810200389,8,6,1
2026-04-26,300235840,13,5,2
2026-04-26,513203841,8,4,1
2026-04-26,300235840,13,4,0
2026-04-26,862212432,8,2,1
2026-04-26,300235840,13,2,1
2026-04-26,251192119,8,2,0
2026-04-26,300235840,13,5,3
2026-04-26,862212432,8,6,1
2026-04-26,300235840,13,1,0
2026-04-26,300263887,13,2,0
2026-04-26,300235840,13,2,0
2026-04-26,300167948,11,1,0
2026-04-26,300235840,13,7,4
2026-04-26,283192448,8,1,1
2026-04-26,300235840,13,6,2
2026-04-26,324024630,13,4,0
2026-04-26,300235840,13,7,2
2026-04-26,322177644,13,5,0
2026-04-26,300235840,13,7,5
2026-04-26,300223550,13,2,0
2026-04-26,300235840,13,4,1
2026-04-26,234051539,8,3,0
2026-04-26,300235840,13,0,0
2026-04-26,300228789,13,0,0
2026-04-26,300235840,13,3,1
2026-04-26,300194404,8,4,2
2026-04-26,300235840,13,8,3
2026-04-26,300263887,13,1,1
2026-04-26,300235840,13,5,4
2026-04-26,834173426,11,13,3
2026-04-26,300235840,13,3,3
2026-04-26,231193080,8,8,3
2026-04-26,300235840,13,7,1
2026-04-26,237212831,8,2,1
2026-04-26,300235840,13,1,0
2026-04-26,253192119,8,3,0
2026-04-26,300235840,13,8,3
2026-04-26,300212831,8,2,0
2026-04-26,300235840,13,3,0
2026-04-26,508215698,8,9,2
2026-04-26,300235840,13,3,1
2026-04-26,515215698,8,2,0
2026-04-26,300235840,13,6,3
2026-04-26,280210257,8,6,2
2026-04-26,300235840,13,6,3
2026-04-26,280210257,6,5,1
2026-04-26,300235840,13,1,0
2026-04-26,300207935,9,2,1
2026-04-26,300235840,13,3,1
2026-04-26,834242948,8,6,1
2026-04-26,300235840,13,10,4
2026-04-26,851230872,9,8,2
2026-04-26,300235840,13,6,2
2026-04-26,836230621,8,4,1
2026-04-26,300235840,13,9,4
2026-04-26,834235073,8,4,2
2026-04-26,300235840,13,5,1
2026-04-26,264230621,8,5,1
2026-04-26,300235840,13,3,1
2026-04-26,251167495,8,7,1
2026-04-26,300235840,13,0,0
2026-04-26,265225116,9,4,4
2026-04-26,300235840,13,4,1
2026-04-26,256186569,8,10,4
2026-04-26,300235840,13,8,2
2026-04-26,246190778,10,5,2
2026-04-26,300235840,13,6,2
2026-04-26,253192119,8,2,0
2026-04-26,300235840,13,7,6
2026-04-26,216230621,8,2,1
2026-04-26,300235840,13,3,1
2026-04-26,300224836,8,4,2
2026-04-26,300235840,13,6,0
2026-04-26,300235840,13,4,2
2026-04-26,300235840,13,3,0
2026-04-26,324024630,13,5,2
2026-04-26,300235840,13,4,0
2026-04-26,289192119,8,7,4
2026-04-26,300235840,13,7,5
2026-04-26,246173373,8,8,4
2026-04-26,300235840,13,4,3
2026-04-26,508215698,8,7,2
2026-04-26,300235840,13,6,1
2026-04-26,265186153,8,4,1
2026-04-26,300235840,13,4,1
2026-04-26,851210676,8,7,3
2026-04-26,300235840,13,4,1
2026-04-26,834210257,8,5,2
2026-04-26,300235840,13,3,1
2026-04-26,300192119,8,1,0
2026-04-26,300235840,13,8,4
2026-04-26,214051539,8,15,2
2026-04-26,300235840,13,1,1
2026-04-26,834230621,8,2,0
2026-04-26,300235840,13,3,1
2026-04-26,207210257,12,4,3
2026-04-26,300235840,13,3,1
2026-04-26,253167495,9,6,3
2026-04-26,300235840,13,4,1
2026-04-26,207051539,8,5,2
2026-04-26,300235840,13,5,3
2026-04-26,246193105,10,7,3
2026-04-26,300235840,13,4,1
2026-04-26,206210257,13,8,3
2026-04-26,300235840,13,6,3
2026-04-26,216192448,8,5,1
2026-04-26,300235840,13,7,2
2026-04-26,828192448,9,1,1
2026-04-26,300235840,13,9,4
2026-04-25,251051539,8,11,5
2026-04-25,300235840,13,8,4
2026-04-25,848252154,8,4,2
2026-04-25,300235840,13,7,1
2026-04-25,300230621,8,5,2
2026-04-25,300235840,13,6,3
2026-04-25,300243311,13,6,0
2026-04-25,300235840,13,6,2
2026-04-25,300207935,9,5,0
2026-04-25,300235840,13,2,0
2026-04-25,237210257,8,3,1
2026-04-25,300235840,13,8,5
2026-04-25,300230621,8,2,0
2026-04-25,300235840,13,3,0
2026-04-27,825210257,8,5,2
2026-04-27,253192119,8,6,6
2026-04-27,825210257,8,5,3
2026-04-27,214167495,8,5,2
2026-04-27,265233306,8,0,0
2026-04-27,825210257,8,4,3
2026-04-27,825210257,8,3,1
2026-04-27,834177683,8,0,0
2026-04-27,233192119,8,1,0
2026-04-27,825210257,8,5,3
2026-04-27,206210257,11,5,4
2026-04-27,825210257,8,8,6
2026-04-27,323186153,8,9,4
2026-04-27,825210257,8,8,4
2026-04-27,834215698,8,2,1
2026-04-27,825210257,8,9,6
2026-04-27,825210257,8,8,1
2026-04-27,217212831,8,4,3
2026-04-27,834167495,8,5,1
2026-04-27,825210257,8,8,5
2026-04-27,826193698,8,6,3
2026-04-27,825210257,8,5,1
2026-04-27,825210257,8,3,2
2026-04-27,216167495,8,2,0
2026-04-27,828230621,8,1,0
2026-04-27,825210257,8,7,4
2026-04-27,825210257,8,5,1
2026-04-27,237210257,8,2,0
2026-04-27,253230869,9,1,0
2026-04-27,825210257,8,6,3
2026-04-27,851210676,8,3,2
2026-04-27,825210257,8,7,4
2026-04-27,280215698,6,4,2
2026-04-27,825210257,8,7,3
2026-04-24,825210257,8,5,1
2026-04-24,272170597,13,7,4
2026-04-24,825210257,8,2,1
2026-04-24,300192119,8,6,3
2026-04-24,280235073,8,3,3
2026-04-24,825210257,8,4,1
2026-04-24,825210257,8,2,2
2026-04-24,284216065,9,4,1
2026-04-24,804262621,8,1,1
2026-04-24,825210257,8,4,1
2026-04-24,300192119,8,6,4
2026-04-24,825210257,8,8,6
2026-04-20,274005479,8,3,2
2026-04-20,825210257,8,5,4
2026-04-20,217212831,8,3,1
2026-04-20,825210257,8,4,2
2026-04-20,825210257,8,8,6
2026-04-20,848167948,9,6,4
2026-04-18,825210257,8,4,2
2026-04-18,234167495,8,2,1
2026-04-18,825210257,8,9,7
2026-04-18,846212831,8,6,2
2026-04-18,270221087,8,3,1
2026-04-18,825210257,8,3,2
2026-04-25,846193080,8,4,0
2026-04-25,233192119,8,8,6
