NO,경기일시,결과,선수이름,포지션,강화,평점,득점,어시스트,전체슛,유효슛,감아차기슛,감아차기골,헤딩슛,헤딩골,프리킥슛,프리킥골,박스안슛,박스밖슛,패스시도,패스성공,패스성공률(%),패스굴절,드리블시도,드리블성공,드리블거리,볼소유시도,볼소유성공,공중볼경합시도,공중볼경합성공,태클시도,태클성공,블락시도,블락성공,가로채기,파울,경고,퇴장
16,2026-04-15 3:20,승,마르쿠스 튀람,LW,9,7.3,1,0,5,2,0,0,0,0,0,0,0,0,10,8,80,0,7,7,117,5,0,2,1,0,0,1,0,0,0,0,0
17,2026-04-15 3:20,승,파트리크 비에이라,LCB,9,6.8,0,0,0,0,0,0,0,0,0,0,0,0,6,6,100,0,4,4,35,1,1,1,0,0,0,1,0,0,0,0,0
18,2026-04-15 3:20,승,M. 브로조비치,LDM,11,6.8,0,0,0,0,0,0,0,0,0,0,0,0,15,15,100,0,10,10,77,1,1,0,0,0,0,0,0,0,0,0,0
19,2026-04-15 3:20,승,M. 디 그레고리오,GK,8,6.7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,100,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
20,2026-04-15 3:20,승,N. 잘레프스키,RWB,10,7.1,0,0,0,0,0,0,0,0,0,0,0,0,10,9,90,0,7,7,223,3,1,0,0,0,0,0,0,0,0,0,0
21,2026-04-15 3:20,승,헨릭 미키타리안,LM,10,6.7,0,0,0,0,0,0,0,0,0,0,0,0,11,10,90.9,0,10,9,251,2,1,0,0,1,0,0,0,0,0,0,0
22,2026-04-15 3:20,승,마테오 다르미안,LWB,10,6.4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,100,0,4,3,25,2,1,1,0,0,0,0,0,0,0,0,0
23,2026-04-15 0:47,패,마르쿠스 튀람,LW,9,8.6,2,0,2,2,0,0,0,0,0,0,0,0,15,13,86.7,0,8,5,181,6,0,2,0,0,0,0,0,0,0,0,0
24,2026-04-15 0:47,패,마이콘,CDM,9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,21,18,85.7,0,13,13,223,7,5,0,0,5,3,1,0,3,0,0,0
25,2026-04-15 0:47,패,덴젤 둠프리스,RCB,8,5.2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,100,0,3,3,47,4,4,1,0,2,1,0,0,1,0,0,0
26,2026-04-15 0:47,패,M. 브로조비치,LCM,11,6.4,0,0,4,2,0,0,0,0,0,0,0,0,27,24,88.9,0,23,22,338,7,1,1,0,1,0,0,0,0,0,0,0
27,2026-04-15 0:47,패,파트리크 비에이라,LCB,9,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,100,0,1,1,4,1,1,0,0,1,0,3,0,0,0,0,0
28,2026-04-15 0:47,패,헨릭 미키타리안,LS,10,4.4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,3,2,94,3,0,2,0,0,0,2,0,0,0,0,0
29,2026-04-15 0:47,패,N. 잘레프스키,RWB,10,5,0,0,0,0,0,0,0,0,0,0,0,0,8,6,75,0,7,7,161,8,4,0,0,0,0,0,0,0,0,0,0
30,2026-04-15 0:47,패,마테오 다르미안,LWB,10,5.7,0,0,0,0,0,0,0,0,0,0,0,0,7,5,71.4,0,6,5,191,5,2,0,0,0,1,0,0,1,0,0,0
31,2026-04-15 0:47,패,루이스 피구,RW,8,7.6,0,1,0,0,0,0,0,0,0,0,0,0,16,15,93.8,0,10,10,305,1,0,1,0,0,0,0,0,0,0,0,0
32,2026-04-15 0:47,패,M. 디 그레고리오,GK,8,4.6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2026-04-15 0:47,패,하칸 찰하놀루,RCM,9,7.2,0,1,0,0,0,0,0,0,0,0,0,0,22,22,100,0,13,13,191,0,0,1,0,1,0,0,0,0,0,0,0
34,2026-04-15 0:28,승,파트리크 비에이라,LCB,9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,17,15,88.2,0,8,7,134,6,3,2,0,0,0,0,0,0,0,0,0
35,2026-04-15 0:28,승,루이스 피구,RM,8,6.3,0,0,0,0,0,0,0,0,0,0,0,0,13,13,100,0,5,5,79,0,0,0,0,1,0,0,0,0,0,0,0
36,2026-04-15 0:28,승,마르쿠스 튀람,LW,9,8.7,1,1,4,3,0,0,0,0,0,0,0,0,23,22,95.7,0,14,13,266,6,1,4,1,0,0,0,0,0,0,0,0
37,2026-04-15 0:28,승,마테오 다르미안,LWB,10,8.2,0,1,0,0,0,0,0,0,0,0,0,0,23,21,91.3,0,17,17,441,7,4,0,0,2,2,0,0,2,0,0,0
38,2026-04-15 0:28,승,덴젤 둠프리스,RCB,8,5.9,0,0,0,0,0,0,0,0,0,0,0,0,15,15,100,0,8,8,204,3,3,0,0,0,0,1,0,0,0,0,0
39,2026-04-15 0:28,승,하칸 찰하놀루,RDM,9,8,1,1,2,1,0,0,0,0,0,0,0,0,27,25,92.6,0,16,16,279,6,3,1,0,1,0,0,0,0,0,0,0
40,2026-04-15 0:28,승,M. 디 그레고리오,GK,8,6.1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,83.3,0,3,3,31,3,2,0,0,0,0,0,0,0,0,0,0
41,2026-04-15 0:28,승,마이콘,CDM,9,7.6,0,0,1,1,0,0,0,0,0,0,0,0,36,33,91.7,0,19,19,375,7,4,2,1,3,1,0,0,1,0,0,0
42,2026-04-15 0:28,승,M. 브로조비치,LDM,11,7,1,0,2,2,0,0,0,0,0,0,0,0,18,17,94.4,0,14,12,203,7,2,1,0,1,0,1,0,0,0,0,0
43,2026-04-15 0:28,승,헨릭 미키타리안,LM,10,7.4,1,0,2,1,0,0,0,0,0,0,0,0,17,13,76.5,0,16,14,303,5,0,3,0,1,1,0,0,1,0,0,0
44,2026-04-15 0:28,승,N. 잘레프스키,RWB,10,6.5,0,0,0,0,0,0,0,0,0,0,0,0,16,13,81.2,0,11,9,490,7,3,0,0,2,1,0,0,1,0,0,0
45,2026-04-15 0:10,패,마르쿠스 튀람,LW,9,8.1,2,0,2,2,0,0,0,0,0,0,0,0,20,19,95,0,12,7,256,9,2,2,1,0,0,1,0,0,0,0,0
46,2026-04-15 0:10,패,마테오 다르미안,LWB,10,6.3,0,0,0,0,0,0,0,0,0,0,0,0,12,10,83.3,0,11,8,314,6,2,0,0,0,0,0,0,0,0,0,0
47,2026-04-15 0:10,패,덴젤 둠프리스,RCB,8,6,0,0,0,0,0,0,0,0,0,0,0,0,14,14,100,0,7,7,95,3,3,0,0,1,1,0,0,1,0,0,0
48,2026-04-15 0:10,패,M. 브로조비치,LDM,11,7.3,0,1,0,0,0,0,0,0,0,0,0,0,23,21,91.3,0,11,10,316,6,4,0,0,0,0,1,0,0,0,0,0
49,2026-04-15 0:10,패,N. 잘레프스키,RWB,10,6.6,0,1,0,0,0,0,0,0,0,0,0,0,11,10,90.9,0,6,4,119,7,4,0,0,1,0,1,0,0,0,0,0
50,2026-04-15 0:10,패,헨릭 미키타리안,LM,10,6.4,0,0,0,0,0,0,0,0,0,0,0,0,17,15,88.2,0,15,12,274,9,3,1,0,1,1,0,0,1,0,0,0
51,2026-04-15 0:10,패,M. 디 그레고리오,GK,8,5.2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,100,0,1,1,18,2,2,0,0,0,0,0,0,0,0,0,0
52,2026-04-15 0:10,패,마이콘,CDM,9,6.3,0,0,0,0,0,0,0,0,0,0,0,0,20,20,100,0,11,11,87,1,1,0,0,1,0,2,0,0,0,0,0
53,2026-04-15 0:10,패,하칸 찰하놀루,RDM,9,6.7,1,0,1,1,0,0,0,0,0,0,0,0,18,17,94.4,0,17,11,97,10,3,0,0,3,2,0,0,2,0,0,0
54,2026-04-15 0:10,패,루이스 피구,RM,8,5.9,0,0,1,0,0,0,0,0,0,0,0,0,12,10,83.3,0,9,8,146,6,2,1,1,2,0,0,0,0,0,0,0
55,2026-04-15 0:10,패,파트리크 비에이라,LCB,9,6,0,0,0,0,0,0,0,0,0,0,0,0,11,6,54.5,0,7,7,92,8,3,0,0,3,2,1,1,3,0,0,0
56,2026-04-14 23:53,패,헨릭 미키타리안,LF,10,6.6,0,0,0,0,0,0,0,0,0,0,0,0,14,10,71.4,0,11,8,251,8,2,2,0,1,1,1,0,1,0,0,0
57,2026-04-14 23:53,패,파트리크 비에이라,RDM,9,5.4,0,0,0,0,0,0,0,0,0,0,0,0,7,7,100,0,2,2,10,1,1,2,0,0,0,1,0,0,0,0,0
58,2026-04-14 23:53,패,M. 디 그레고리오,GK,8,6.3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,100,0,2,2,16,1,1,0,0,0,0,0,0,0,0,0,0
59,2026-04-14 23:53,패,루이스 피구,RF,8,6.4,0,0,0,0,0,0,0,0,0,0,0,0,9,9,100,0,4,2,61,3,1,1,0,0,0,0,0,0,0,0,0
60,2026-04-14 23:53,패,마이콘,LDM,9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,27,25,92.6,0,13,13,124,5,3,0,0,1,1,1,0,1,0,0,0
61,2026-04-14 23:53,패,N. 잘레프스키,RM,10,7.4,0,1,0,0,0,0,0,0,0,0,0,0,7,7,100,0,6,6,195,1,1,0,0,1,1,0,0,1,0,0,0
62,2026-04-14 23:53,패,덴젤 둠프리스,CB,8,5.7,0,0,0,0,0,0,0,0,0,0,0,0,11,11,100,0,2,2,15,2,2,0,0,0,0,0,0,0,0,0,0
63,2026-04-14 23:53,패,마르쿠스 튀람,LW,9,8.1,1,1,3,2,0,0,0,0,0,0,0,0,16,14,87.5,0,7,5,128,6,0,2,1,0,0,0,0,0,0,0,0
64,2026-04-14 23:53,패,M. 브로조비치,LCM,11,7.9,1,0,1,1,0,0,0,0,0,0,0,0,25,22,88,0,15,14,231,5,3,4,0,0,0,0,0,0,0,0,0
65,2026-04-14 23:53,패,마테오 다르미안,LM,10,6.6,0,0,0,0,0,0,0,0,0,0,0,0,14,14,100,0,8,8,126,2,2,1,0,0,0,0,0,0,0,0,0
66,2026-04-14 23:53,패,하칸 찰하놀루,RCM,9,5.4,0,0,0,0,0,0,0,0,0,0,0,0,13,11,84.6,0,6,5,50,3,0,0,0,1,0,0,0,0,0,0,0
67,2026-04-14 23:39,패,M. 브로조비치,LCM,11,6.3,0,0,0,0,0,0,0,0,0,0,0,0,15,14,93.3,0,8,7,123,1,0,1,0,0,0,0,0,0,0,0,0
68,2026-04-14 23:39,패,마르쿠스 튀람,LW,9,5.6,0,0,4,1,0,0,0,0,0,0,0,0,8,8,100,0,4,3,102,5,0,4,1,0,0,0,0,0,0,0,0
69,2026-04-14 23:39,패,덴젤 둠프리스,CB,8,6.3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,100,0,3,3,70,1,1,0,0,1,0,1,1,1,0,0,0
70,2026-04-14 23:39,패,마이콘,LDM,9,6.8,0,0,0,0,0,0,0,0,0,0,0,0,17,15,88.2,0,9,9,81,5,3,0,0,2,1,0,0,1,0,0,0
71,2026-04-14 23:39,패,N. 잘레프스키,RM,10,5.9,0,0,0,0,0,0,0,0,0,0,0,0,10,7,70,0,9,9,101,2,0,0,0,0,0,0,0,0,0,0,0
72,2026-04-14 23:39,패,헨릭 미키타리안,LF,10,6.2,0,0,0,0,0,0,0,0,0,0,0,0,11,9,81.8,0,8,7,231,5,2,0,0,2,2,0,0,1,0,0,0
73,2026-04-14 23:39,패,파트리크 비에이라,RDM,9,6.3,0,0,0,0,0,0,0,0,0,0,0,0,9,9,100,0,3,3,73,4,4,0,0,2,2,0,0,2,0,0,0
74,2026-04-14 23:39,패,하칸 찰하놀루,RCM,9,6.3,0,0,0,0,0,0,0,0,0,0,0,0,16,12,75,0,5,5,111,4,0,0,0,1,1,0,0,1,0,0,0
75,2026-04-14 23:39,패,루이스 피구,RF,8,8,0,0,0,0,0,0,0,0,0,0,0,0,13,12,92.3,0,7,7,246,3,3,2,0,1,1,0,0,1,0,0,0
76,2026-04-14 23:39,패,M. 디 그레고리오,GK,8,6.9,0,0,0,0,0,0,0,0,0,0,0,0,6,6,100,0,1,1,23,3,3,0,0,0,0,0,0,0,0,0,0
77,2026-04-14 23:39,패,마테오 다르미안,LM,10,5.9,0,0,0,0,0,0,0,0,0,0,0,0,11,11,100,0,10,8,265,3,1,0,0,0,0,0,0,0,0,0,0
78,2026-04-14 23:26,승,마르쿠스 튀람,CF,9,8.7,1,1,2,2,0,0,0,0,0,0,0,0,17,17,100,0,8,7,209,3,0,4,1,0,0,0,0,0,0,0,0
79,2026-04-14 23:26,승,하칸 찰하놀루,RCM,9,9.1,1,2,2,2,0,0,0,0,0,0,0,0,15,14,93.3,0,11,11,94,7,4,1,1,0,0,0,0,0,0,0,0
80,2026-04-14 23:26,승,N. 잘레프스키,RWB,10,6.1,0,0,0,0,0,0,0,0,0,0,0,0,10,9,90,0,4,4,48,3,2,0,0,1,0,1,0,0,0,0,0
81,2026-04-14 23:26,승,마이콘,CDM,9,7,0,0,0,0,0,0,0,0,0,0,0,0,13,13,100,0,5,5,66,2,1,0,0,2,2,1,1,3,0,0,0
82,2026-04-14 23:26,승,파트리크 비에이라,LCB,9,6.7,0,0,0,0,0,0,0,0,0,0,0,0,7,6,85.7,0,7,5,48,8,5,0,0,2,1,3,1,2,0,0,0
83,2026-04-14 23:26,승,M. 브로조비치,LCM,11,7.5,1,0,1,1,0,0,0,0,0,0,0,0,17,15,88.2,0,11,10,114,4,0,3,0,0,0,3,0,0,0,0,0
84,2026-04-14 23:26,승,M. 디 그레고리오,GK,8,7.4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,100,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
85,2026-04-14 23:26,승,마테오 다르미안,LWB,10,7.3,0,0,0,0,0,0,0,0,0,0,0,0,10,9,90,0,8,7,112,6,4,0,0,0,0,0,0,0,0,0,0
86,2026-04-14 23:26,승,헨릭 미키타리안,LM,10,5.9,0,0,0,0,0,0,0,0,0,0,0,0,12,8,66.7,0,7,6,112,5,0,1,0,0,0,0,0,0,0,0,0
87,2026-04-14 23:26,승,덴젤 둠프리스,RCB,8,6.3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,100,0,2,2,12,4,4,1,0,0,0,0,0,0,0,0,0
88,2026-04-14 23:26,승,루이스 피구,RM,8,7.6,1,0,1,1,0,0,0,0,0,0,0,0,7,6,85.7,0,7,6,260,2,0,0,0,0,0,0,0,0,0,0,0
89,2026-04-14 22:44,승,마테오 다르미안,LWB,10,6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,85.7,0,5,5,216,0,0,0,0,1,0,0,0,0,0,0,0
90,2026-04-14 22:44,승,하칸 찰하놀루,RCM,9,7.6,1,0,2,2,0,0,0,0,0,0,0,0,20,18,90,0,14,13,231,4,0,0,0,0,0,0,0,0,0,0,0
91,2026-04-14 22:44,승,M. 디 그레고리오,GK,8,6.6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,66.7,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
92,2026-04-14 22:44,승,M. 브로조비치,LCM,11,6.9,0,0,0,0,0,0,0,0,0,0,0,0,13,11,84.6,0,7,7,98,3,1,0,0,0,0,2,0,0,0,0,0
93,2026-04-14 22:44,승,마이콘,CDM,9,8.2,0,0,0,0,0,0,0,0,0,0,0,0,25,25,100,0,18,18,208,7,7,3,0,1,0,1,0,0,0,0,0
94,2026-04-14 22:44,승,파트리크 비에이라,LCB,9,6.8,0,0,0,0,0,0,0,0,0,0,0,0,11,11,100,0,5,4,40,1,1,1,0,1,0,2,0,0,0,0,0
95,2026-04-14 22:44,승,루이스 피구,RM,8,8.1,0,1,0,0,0,0,0,0,0,0,0,0,9,8,88.9,0,8,6,229,3,1,1,0,0,0,1,0,0,0,0,0
96,2026-04-14 22:44,승,헨릭 미키타리안,LM,10,7,0,0,2,2,0,0,0,0,0,0,0,0,5,5,100,0,6,5,122,4,3,2,1,0,0,0,0,0,0,0,0
97,2026-04-14 22:44,승,N. 잘레프스키,RWB,10,6.9,0,0,0,0,0,0,0,0,0,0,0,0,12,11,91.7,0,8,8,130,3,2,0,0,1,1,0,0,1,0,0,0
98,2026-04-14 22:44,승,마르쿠스 튀람,LW,9,8.6,2,1,2,2,0,0,0,0,0,0,0,0,9,8,88.9,0,10,6,321,9,0,1,0,2,0,1,0,0,0,0,0
99,2026-04-14 22:44,승,덴젤 둠프리스,RCB,8,6.5,0,0,0,0,0,0,0,0,0,0,0,0,8,7,87.5,0,4,4,38,2,2,0,0,2,2,0,0,2,0,0,0
100,2026-04-14 22:31,패,M. 디 그레고리오,GK,8,7.3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
101,2026-04-14 22:31,패,N. 잘레프스키,RM,10,5.2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,66.7,0,2,2,8,3,1,1,0,1,1,1,0,1,0,0,0
102,2026-04-14 22:31,패,파트리크 비에이라,RDM,9,6.3,0,0,0,0,0,0,0,0,0,0,0,0,8,6,75,0,5,4,44,9,5,6,1,1,1,1,1,2,0,0,0
103,2026-04-14 22:31,패,마이콘,LDM,9,6.6,0,0,0,0,0,0,0,0,0,0,0,0,24,22,91.7,0,17,17,291,3,1,4,0,0,0,0,0,0,0,0,0
104,2026-04-14 22:31,패,마르쿠스 튀람,LW,9,6.8,0,1,2,0,0,0,0,0,0,0,0,0,14,13,92.9,0,7,7,128,3,0,1,0,0,0,0,0,0,0,0,0
105,2026-04-14 22:31,패,하칸 찰하놀루,RCM,9,5.8,0,0,0,0,0,0,0,0,0,0,0,0,19,16,84.2,0,11,8,71,5,0,2,0,0,0,1,0,0,0,0,0
106,2026-04-14 22:31,패,M. 브로조비치,LCM,11,7.3,0,0,2,2,0,0,0,0,0,0,0,0,19,18,94.7,0,17,17,162,5,4,0,0,1,0,1,0,0,0,0,0
107,2026-04-14 22:31,패,헨릭 미키타리안,LF,10,7.2,1,0,1,1,0,0,0,0,0,0,0,0,8,5,62.5,0,13,9,309,10,3,1,0,1,1,1,0,1,0,0,0
108,2026-04-14 22:31,패,루이스 피구,RF,8,6.7,0,0,0,0,0,0,0,0,0,0,0,0,8,8,100,0,6,6,151,3,3,3,0,0,0,0,0,0,0,0,0
109,2026-04-14 22:31,패,마테오 다르미안,LM,10,5.8,0,0,0,0,0,0,0,0,0,0,0,0,6,5,83.3,0,4,4,70,3,1,1,0,0,0,1,0,0,0,0,0
110,2026-04-14 22:31,패,덴젤 둠프리스,CB,8,5.6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,100,0,1,1,7,2,2,0,0,1,0,2,1,1,0,0,0
111,2026-04-14 22:12,승,마르쿠스 튀람,LW,9,7.9,1,1,3,1,0,0,0,0,0,0,0,0,13,13,100,0,10,8,141,3,0,8,4,1,1,0,0,1,0,0,0
112,2026-04-14 22:12,승,덴젤 둠프리스,RCB,8,6.9,0,0,0,0,0,0,0,0,0,0,0,0,6,6,100,0,4,4,57,3,3,0,0,0,0,1,1,1,0,0,0
113,2026-04-14 22:12,승,하칸 찰하놀루,RCM,9,8.2,0,0,2,2,0,0,0,0,0,0,0,0,28,21,75,0,17,17,244,11,2,2,0,1,1,2,0,1,0,0,0
114,2026-04-14 22:12,승,P. 지엘린스키,RM,5,6.8,0,0,0,0,0,0,0,0,0,0,0,0,7,7,100,0,4,4,113,0,0,3,0,0,0,0,0,0,0,0,0
115,2026-04-14 22:12,승,N. 잘레프스키,RWB,10,6.7,0,0,0,0,0,0,0,0,0,0,0,0,8,8,100,0,4,4,172,2,2,1,0,0,0,2,0,0,0,0,0
116,2026-04-14 22:12,승,마이콘,CDM,9,8,0,0,1,1,0,0,0,0,0,0,0,0,17,17,100,0,11,11,141,4,4,2,1,2,2,1,0,2,0,0,0
117,2026-04-14 22:12,승,M. 브로조비치,LCM,11,7.7,1,0,1,1,0,0,0,0,0,0,0,0,18,16,88.9,0,14,12,278,8,2,2,0,0,0,0,0,0,0,0,0
118,2026-04-14 22:12,승,라울 벨라노바,??,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2026-04-14 22:12,승,파트리크 비에이라,LCB,9,7.1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,100,0,2,2,23,0,0,0,0,2,2,1,1,3,0,0,0
120,2026-04-14 22:12,승,마테오 다르미안,LWB,10,7.4,0,1,0,0,0,0,0,0,0,0,0,0,7,7,100,0,5,5,168,1,1,1,0,0,0,0,0,0,0,0,0
121,2026-04-14 22:12,승,M. 디 그레고리오,GK,8,7.1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,100,0,1,1,4,2,2,0,0,0,0,0,0,0,0,0,0
122,2026-04-14 22:12,승,헨릭 미키타리안,LM,10,8.7,1,0,1,1,0,0,0,0,0,0,0,0,12,11,91.7,0,7,7,183,4,2,4,0,0,0,0,0,0,0,0,0
123,2026-04-14 21:59,승,마르쿠스 튀람,LW,9,7.4,1,0,5,3,0,0,0,0,0,0,0,0,17,15,88.2,0,10,10,156,7,1,7,0,1,1,1,0,1,0,0,0
124,2026-04-14 21:59,승,M. 디 그레고리오,GK,8,6.7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,100,0,1,1,15,1,1,0,0,0,0,0,0,0,0,0,0
125,2026-04-14 21:59,승,N. 잘레프스키,RWB,10,5.6,0,0,0,0,0,0,0,0,0,0,0,0,9,8,88.9,0,5,4,81,4,1,0,0,0,0,1,0,0,0,0,0
126,2026-04-14 21:59,승,M. 브로조비치,LCM,11,7.5,0,1,0,0,0,0,0,0,0,0,0,0,28,26,92.9,0,21,21,355,9,4,1,0,1,1,0,0,0,0,0,0
127,2026-04-14 21:59,승,마이콘,CDM,9,6.7,0,0,0,0,0,0,0,0,0,0,0,0,25,23,92,0,15,14,261,4,1,0,0,0,0,0,0,0,0,0,0
128,2026-04-14 21:59,승,덴젤 둠프리스,RCB,8,6.1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,100,0,2,2,16,3,2,3,1,1,0,2,0,0,0,0,0
129,2026-04-14 21:59,승,파트리크 비에이라,LCB,9,6,0,0,0,0,0,0,0,0,0,0,0,0,12,12,100,0,7,7,125,4,3,1,0,1,0,1,0,0,0,0,0
130,2026-04-14 21:59,승,마테오 다르미안,LWB,10,6.1,0,0,0,0,0,0,0,0,0,0,0,0,11,10,90.9,0,6,6,75,1,0,1,0,1,1,3,0,1,0,0,0
131,2026-04-14 21:59,승,P. 지엘린스키,RM,5,6.1,0,0,0,0,0,0,0,0,0,0,0,0,13,12,92.3,0,8,8,169,3,2,0,0,0,0,2,0,0,0,0,0
132,2026-04-14 21:59,승,라울 벨라노바,??,7,6.3,0,0,0,0,0,0,0,0,0,0,0,0,7,7,100,0,2,2,65,0,0,0,0,0,0,0,0,0,0,0,0
133,2026-04-14 21:59,승,하칸 찰하놀루,RCM,9,8.3,1,1,1,1,0,0,0,0,0,0,0,0,26,23,88.5,0,23,21,241,11,4,0,0,0,0,0,0,0,0,0,0
134,2026-04-14 21:59,승,헨릭 미키타리안,LM,10,7,0,0,0,0,0,0,0,0,0,0,0,0,19,13,68.4,0,13,11,594,13,4,0,0,3,3,1,0,3,0,0,0
135,2026-04-14 21:38,무,M. 브로조비치,LCM,11,7,0,1,0,0,0,0,0,0,0,0,0,0,19,17,89.5,0,13,10,115,3,0,0,0,0,0,0,0,0,0,0,0
136,2026-04-14 21:38,무,마테오 다르미안,LWB,10,5.8,0,0,0,0,0,0,0,0,0,0,0,0,7,6,85.7,0,4,4,50,2,1,0,0,0,0,1,0,0,0,0,0
137,2026-04-14 21:38,무,마이콘,CDM,9,8,0,1,0,0,0,0,0,0,0,0,0,0,19,17,89.5,0,13,13,216,7,5,3,1,2,1,2,0,1,0,0,0
138,2026-04-14 21:38,무,라울 벨라노바,??,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,2026-04-14 21:38,무,헨릭 미키타리안,LM,10,7.3,0,1,0,0,0,0,0,0,0,0,0,0,9,7,77.8,0,6,6,408,2,0,0,0,0,0,0,0,0,0,0,0
140,2026-04-14 21:38,무,하칸 찰하놀루,RCM,9,7.7,1,0,1,1,0,0,0,0,0,0,0,0,22,18,81.8,0,13,12,227,6,1,0,0,0,0,0,0,0,0,0,0
